,Id,PostId,link,outdated (manually checked),description,link outdated,answer outdated,service in question outdated,other reasons,partly outdated,totally outdated,is aws-related,related service,keywords,phrases,strucutures,point out deprecated version,provide alternatives,share a link,provide code,others,Text

29,9064647,5302394,https://stackoverflow.com/questions/9064647,TRUE,service in question outdated,0,0,1,0,,,yes,amazon-ec2,outdated,outdated version,"point out deprecated version, provide alternatives, share a link",1,1,1,0,0,"<p>Well, as stated by Geoff Appleford, Elasticfox is an outdated extension. I dont know why it's development stopped as it is a great tool.</p>


<p>If you wish to do things that are achieved through Elasticfox, I would suggest you to take a look at Hybridfox. Hybrdifox is a fork of Elasticfox which supports other private clouds as well. It is also a great tool too.</p>


<p>It is also open source and actively updated. Check it's project home(http://code.google.com/p/hybridfox/)</p>


<p>Sources:
<a href=""http://code.google.com/p/hybridfox/"" rel=""nofollow"">Hybridfox home</a></p>"

30,59148868,55967456,https://stackoverflow.com/questions/59148868,TRUE,,0,1,0,0,0,1,yes,"amazon-sagemaker, amazon-cognito",outdated,,,1,1,1,0,0,"<p>This is actually possible programmatically, without relying on workers to report their identity - I ran into the same problem, and found the following:</p>


<ol>
<li><p>Sagemaker Ground Truth does automatic logging of worker actions. Among the things it logs is the <code>workerId</code>, with which you're familiar, the <code>cognito_user_pool_id</code>, and the <code>cognito_sub_id</code> (take a look at the <a href=""https://docs.aws.amazon.com/sagemaker/latest/dg/workteam-private-tracking.html"" rel=""nofollow noreferrer"">track worker performance docs</a>).</p></li>
<li><p>The <code>workerId</code> is Ground Truth specific and opaque, and there isn't a way to get Ground Truth to tell you which Cognito user a <code>workerId</code> maps to. However, a Cognito user <a href=""https://docs.aws.amazon.com/cognito/latest/developerguide/amazon-cognito-user-pools-using-tokens-with-identity-providers.html"" rel=""nofollow noreferrer"">is uniquely mapped to by its <code>sub id</code></a>. </p></li>
<li><p>You can leverage the logs' pairing of <code>workerId</code> and <code>cognito_sub_id</code> to generate mappings, by <a href=""https://stackoverflow.com/questions/43488445/how-do-i-look-up-a-cognito-user-by-their-sub-uuid"">using the cognito sub id to query the cognito username</a> (make sure to read down the list of answers - the accepted one says it's not possible, but it's outdated).</p></li>
</ol>


<p>You can use the mappings above to maintain a database of <code>workerId - cognito sub id - username</code> triplets, and use that database whenever you need to figure out what user a <code>workerId</code> belongs to. Note, that this will mean the first time you see a <code>workerId</code> in a Ground Truth job, you won't have a way to find its mapping. If this is a problem, you can actually solve it by using a throwaway job as suggested previously. The logs of that job will include the mappings you need.</p>"

31,53772908,48340877,https://stackoverflow.com/questions/53772908,FALSE,outdated' mentioned to answer questions,0,0,0,1,0,0,yes,aws-fargate,deprecated,,,0,1,0,1,0,"<p>After reading your final comment on the boot sequence and answering that question instead, I solved this (even in non-AWS) using the docker-compose <code>depends</code>.</p>


<p>Simple e.g.</p>


<pre><code>services:
  web:
  depends_on:
  - ""web_db""
  web_db:
  image: mongo:3.6
  container_name: my_mongodb
</code></pre>


<p>You should be able to remove the deprecated <code>links</code> and just use the hostnames  that docker creates from the service container names.  e.g. above the website would connect to the hostname: ""my_mongodb"".</p>"

32,37363867,37347003,https://stackoverflow.com/questions/37363867,TRUE,,0,0,1,0,0,1,yes,"amazon-dynamodb, aws-lambda",deprecated,deprecated a year ago,,1,1,1,1,0,"<p>Your demo repo does not appear to be including the AWS SDK &amp; setting the region as noted in the <a href=""https://github.com/awslabs/dynamodb-document-js-sdk"" rel=""nofollow"">Getting Started guide</a>.  I.e.:</p>


<pre><code>var AWS = require(""aws-sdk"");
var DOC = require(""dynamodb-doc"");


AWS.config.update({region: ""us-west-1""});
var docClient = new DOC.DynamoDB();


... 
</code></pre>


<p>Note that <code>dynamo-doc</code> was deprecated almost a year ago.  You may want to try the <a href=""http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/DynamoDB/DocumentClient.html"" rel=""nofollow"">DynamoDB DocumentClient</a> instead.  This updated API has much more clear error-handling semantics that will probably help point out where the problem is.</p>"

33,49291577,48964473,https://stackoverflow.com/questions/49291577,TRUE,,0,0,1,0,0,1,yes,"aws-sdk, aws-cli",out of date,,,1,1,1,0,1,"<p>I think the documentation may be out of date. At AWS re:Invent 2017, there was an excellent session called ""AWS CLI: 2017 and Beyond"" which is <a href=""https://www.youtube.com/watch?v=W8IyScUGuGI"" rel=""nofollow noreferrer"">currently available on YouTube</a>. The presentation goes into detail about some of the new features, including dynamic credentials for the AWS CLI, and there is a corresponding GitHub repository <a href=""https://github.com/awslabs/awsprocesscreds"" rel=""nofollow noreferrer"">awslabs/awsprocesscreds</a> which may have some useful examples.</p>"

34,58124653,58046398,https://stackoverflow.com/questions/58124653,FALSE,approaches in question outdated,0,0,0,1,0,0,yes,aws-api-gateaway,deprecated,,,1,1,1,1,0,"<p>Ultimately the solution here is to implement a <a href=""https://docs.aws.amazon.com/apigateway/latest/developerguide/set-up-lambda-proxy-integrations.html#api-gateway-create-api-as-simple-proxy"" rel=""nofollow noreferrer"">lambda proxy integration</a>. </p>


<p>A proxy integration in API Gateway tells API Gateway to simply forward all headers to the integration for processing, which means you will see all of those values in your lambda function.</p>


<p>NOTE: Lambda has to return a specific response format back to API Gateway if it's a proxy integration. Ultimately, the response should be something like:</p>


<pre>


  {
  'statusCode': 200,
  'headers': {
  'echo-proxy': True
  },
  'body': 'some payload'
  }


</pre>


<p>What you are trying to do right now is map everything manually, which is a deprecated approach and usually you don't want to do that unless you absolutely have to because it's kind of a pain.</p>


<p>If you have to map the headers manually start by mapping them in the the method request so it can carry on to the next step and so on. Basically like this:</p>


<blockquote>
  <p>Method Request -> Maps variable to Integration Request -> Maps variable to Body Mapping Template -> Maps variable to actual request header</p>
</blockquote>


<p>What you have in your screenshot for the Integration Request -> HTTP Headers is:</p>


<blockquote>
  <p>Name: cokers
  Mapped from: 'blah'</p>
</blockquote>


<p>However, ""mapped from"" should look something like ""method.request.header.coker"" which is a standardized path (meaning to get the value from the Method Request Header field with name ""coker""). </p>


<p>Once you have added the coker header to the Method Request, and the Integration Request HTTP Headers are mapped correctly, you have to implement a mapping template. Set the content-type to application/json with passthrough set to ""When there are no templates defined(recommended)"" and a simple mapping template:</p>


<pre>


  {
  ""headers"": {
  ""coker"" : ""$input.params('coker')""
  }
  }


</pre>


<p>That is the way my API is setup and it returns the following to me because I had my lambda function return the event as a json object back to API GW:</p>


<pre>


{""body"": ""{\""headers\"": {\""coker\"": \""mapped\""}}"", ""statusCode"": 200}


</pre>


<p>NOTE: the value of my header ""coker"" in the request on the client side is ""mapped""</p>


<p><strong>UPDATED ANSWER</strong>
<br />
To map the original ""coker"" header to ""coker2"" (or any other name you want to give it) you simply set the name of the header in your mapping template like so:</p>


<pre>


  {
  ""headers"": {
  ""coker2"" : ""$input.params('coker')""
  }
  }


</pre>


<p>Then edit your lambda function to return ""coker2"" header and you should get a response like this:</p>


<pre>


{""body"": ""{\""headers\"": {\""coker2\"": \""mapped\""}}"", ""statusCode"": 200}


</pre>"

35,16531304,16531252,https://stackoverflow.com/questions/16531304,FALSE,user asks for new version,0,0,0,1,0,0,no,,deprecated,,,1,1,1,1,0,"<p><a href=""http://php.net/manual/en/function.mysql-connect.php"">The documentation for PHP says</a> </p>


<blockquote>
  <p>This extension is deprecated as of PHP 5.5.0, and will be removed in the future. Instead, the <a href=""http://www.php.net/manual/en/book.mysqli.php"">MySQLi</a> or <a href=""http://www.php.net/manual/en/ref.pdo-mysql.php"">PDO_MySQL</a> extension should be used.</p>
</blockquote>


<pre><code>$mysqli = new mysqli('localhost', 'my_user', 'my_password', 'my_db');


/*
 * This is the ""official"" OO way to do it,
 * BUT $connect_error was broken until PHP 5.2.9 and 5.3.0.
 */
if ($mysqli-&gt;connect_error) {
  die('Connect Error (' . $mysqli-&gt;connect_errno . ') '
  . $mysqli-&gt;connect_error);
}
</code></pre>"

36,43889585,43883077,https://stackoverflow.com/questions/43889585,FALSE,code format in question outdated,0,0,0,1,0,0,yes,"amazon-s3, amazon-emr",deprecated,,,1,1,0,1,0,"<p>Not sure, how did you manage to upload .part files to s3 without authentication even if you have tweaked s3 policies. I guess you might have added aws keys in the system environment as properties or in conf files.
In order to access aws resource, atleast its required to supply access key and secret key. Also, s3 scheme is deprecated now.
Following code works with hadoop-aws-2.8.0.jar and spark 2.1.
(note: I should have used s3a scheme as its the preferred over s3n (native scheme).</p>


<pre><code>val spark = SparkSession
  .builder
  .appName(""SparkS3Integration"")
  .master(""local[*]"")
  .getOrCreate()
  spark.sparkContext.hadoopConfiguration.set(""fs.s3n.awsAccessKeyId"", awsAccessKey)
  spark.sparkContext.hadoopConfiguration.set(""fs.s3n.awsSecretAccessKey"", awsSecretKey)


 val rdd = spark.sparkContext.parallelize(Seq(1,2,3,4))
 rdd.saveAsTextFile(""s3n://&lt;bucket_name&gt;/&lt;path&gt;"")
</code></pre>"

37,58307579,58307102,https://stackoverflow.com/questions/58307579,FALSE,outdated' mentioned to answer questions,0,0,0,1,0,0,yes,amazon-web-services,outdated,outdated version,,1,1,1,1,0,"<p>You may be using an outdated version of the cli, please upgrade.  What version are you using?</p>


<pre><code>aws --version
</code></pre>


<p>Support for intelligent tier was added in version 1.16.61 of the aws cli as can be seen in the <a href=""https://github.com/aws/aws-cli/commit/71f970fd26656190916423a6e3fd91ed3d33433c#diff-46607fbd76883995d41046735ccc8ac1"" rel=""nofollow noreferrer"">Github project</a>.</p>"

38,15586927,5285085,https://stackoverflow.com/questions/15586927,TRUE,,0,0,1,0,1,0,yes,amazon-s3,outdated,mostly outdated,,1,1,1,0,0,"<p>Some time ago I did my fork especially for S3 in mind. My fork work with official AWS-SDK, instead of old aws-s3 which is mostly outdated.</p>


<p>If anybody will search for S3 solution for paperclip this is one that work (today)</p>


<p><a href=""https://github.com/krzak/dm-paperclip-s3"" rel=""nofollow"">https://github.com/krzak/dm-paperclip-s3</a></p>


<p>take a look at readme to get how to configure paperclip for S3</p>"

39,62762520,62757921,https://stackoverflow.com/questions/62762520,TRUE,,0,0,1,0,1,0,no,,deprecated,essentially deprecated,,1,1,0,0,0,"<p>My recommendation is that you migrate from boto, which is essentially deprecated, to boto3 because boto3 supports signature v4 by default (with the exception of S3 pre-signed URLs which has to be explicitly configured).</p>"

40,10772392,10235959,https://stackoverflow.com/questions/10772392,TRUE,,0,0,1,0,1,0,yes,amazon-web-services,out of date,,,1,1,1,0,0,"<p>The Amazon Documentation is incorrect/out of date - use <a href=""http://ecs.amazonaws.com"" rel=""nofollow"">ecs.amazonaws.com</a> instead of <a href=""http://webservices.amazon.com"" rel=""nofollow"">webservices.amazon.com</a></p>


<p>So sign this:</p>


<blockquote>
  <p>GET\necs.amazonaws.com\n/onca/xml\nAWSAccessKeyId=AKIAIOSFODNN7EXAMPLE&amp;ItemId=0679722769&amp;Operation=ItemLookup&amp;ResponseGroup=ItemAttributes%2COffers%2CImages%2CReviews&amp;Service=AWSECommerceService&amp;Timestamp=2009-01-01T12%3A00%3A00Z&amp;Version=2009-01-06</p>
</blockquote>


<p>Sorry this is a really quick reply!</p>"

41,33181296,31709257,https://stackoverflow.com/questions/33181296,TRUE,,0,0,1,0,1,0,yes,"aws-sdk, amazon-dynamodb, aws-lambda",deprecated,,,1,1,1,0,0,"<p>Previous <a href=""https://github.com/awslabs/dynamodb-document-js-sdk"" rel=""nofollow"">DynamoDB Document SDK</a> was deprecated, new client from standard Javascript SDK should be used from now on:</p>


<p><a href=""http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/DynamoDB/DocumentClient.html"" rel=""nofollow"">http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/DynamoDB/DocumentClient.html</a></p>"

42,61099600,61085087,https://stackoverflow.com/questions/61099600,TRUE,user found outdated version by himslef,0,0,1,0,1,0,yes,"aws-lambda, amazon-dynamodb",outdated,a little bit outdated,,1,1,0,0,0,<p>It turned out that I was using a pre-made lambda deployment package that was a little bit outdated. I created a venv then used a build script to create the zip file. It worked perfectly fine. </p>

43,54194074,54191023,https://stackoverflow.com/questions/54194074,FALSE,code format in question outdated,0,0,0,1,1,0,yes,"aws-lambda, aws-codepipeline, aws-sdk-nodejs",deprecated,has been deprecated,,1,1,0,1,0,"<p>With Lambda's Node 6/8 runtimes, it's easier if you use Promises (or even the <code>async/await</code> syntax).</p>


<p>The old <code>context.succeed()</code>/<code>context.fail()</code> syntax was for the old Node versions and those have been deprecated.</p>


<pre><code>// Leave this outside your handler so you don't instantiate in every invocation.
const codepipeline = new aws.CodePipeline();


exports.handler = event =&gt; {


  if (!('CodePipeline.job' in event)) {
  return Promise.resolve();
  }


  const jobId = event['CodePipeline.job'].id;


  const environment = event['CodePipeline.job'].data.actionConfiguration.configuration.UserParameters;


  return doStuff
  .then(() =&gt; putJobSuccess(message, jobId));
}




function putJobSuccess(message, jobId) {
  console.log('Post Job Success For JobID: '.concat(jobId));
  const params = {
  jobId: jobId
  };


  return codepipeline.putJobSuccessResult(params).promise()
  .then(() =&gt; {
  console.log(`Post Job Success Succeeded Message: ${message}`);


  return message;
  })
  .catch((err) =&gt; {
  console.log(`Post Job Failure Message: ${message}`);


  throw err;
  });
}
</code></pre>"

44,24741171,24728634,https://stackoverflow.com/questions/24741171,FALSE,outdated' mentioned to answer questions,,,,1,,,no,,outdated,,,,,,,,"<p>In terms of load, they have the same goal, but they differ in other areas:</p>


<p>Up-to-dateness of data:</p>


<ul>
<li>A read replica will continuously sync from the master. So your results will probably lag 0 - 3s (depending on the load) behind the master.</li>
<li>A cache takes the query result at a specific point in time and stores it for a certain amount of time. The longer your queries are being cached, the more lag you'll have; but your master database will experience less load. It's a trade-off you'll need to choose wisely depending on your application.</li>
</ul>


<p>Performance / query features:</p>


<ul>
<li>A cache can only return results for queries it has already seen. So if you run the same queries over and over again, it's a good match. Note that queries must not contain changing parts like <code>NOW()</code>, but must be equal in terms of the actual data to be fetched.</li>
<li>If you have many different, frequently changing, or dynamic (<code>NOW()</code>,...) queries, a read replica will be a better match.</li>
<li>ElastiCache should be much faster, since it's returning values directly from RAM. However, this also limits the number of results you can store.</li>
</ul>


<p>So you'll first need to evaluate how outdated your data can be and how cacheable your queries are. If you're using ElastiCache, you might be able to cache more than queries _Ã‘Ã“ like caching whole sections of a website instead of the underlying queries only, which should improve the overall load of your application.</p>


<p>PS: Have you tuned your indexes? If your main problems are writes that won't help. But if you are fighting reads, indexes are the #1 thing to check and they do make a huge difference.</p>"

45,48882087,48881195,https://stackoverflow.com/questions/48882087,TRUE,service in question outdated,,,1,,1,,yes,"aws-lambda, amazon-sns",deprecated,,is currently marked as deprecated.,1,1,,,,"<p>A few things you might want to look into:</p>


<p>You'll need to make sure you're using either Node.js runtime v6.10 or v4.3. (Node v0.10.42 is currently marked as deprecated. AWS recommends migrating existing functions to the newer Node.js runtime versions as soon as possible)</p>


<p>The IAM role for your lambda function needs to have an <em>Allow</em> rule for the <code>sns:Publish</code> action.</p>


<p>AWS recommends that specify the phone number using the E.164 format. For example: +44xxxxxxxxxx. (<a href=""https://docs.aws.amazon.com/sns/latest/dg/sms_publish-to-phone.html"" rel=""nofollow noreferrer"">more info</a>)</p>


<p>Also, AWS <strong>strongly</strong> recommends updating any use of the <code>context</code> method and replacing it with the <code>callback</code> approach (<a href=""https://docs.aws.amazon.com/lambda/latest/dg/nodejs-prog-model-using-old-runtime.html"" rel=""nofollow noreferrer"">more info</a>). For example:</p>


<pre><code>const AWS = require(""aws-sdk"");
const sns = new AWS.SNS({apiVersion: ""2010-03-31""});


exports.handler = (event, context, callback) =&gt; {
  const params = {
  PhoneNumber: ""+44xxxxxxxxxx"", // E.164 format.
  Message: ""STRING_VALUE"",
  MessageStructure: ""STRING_VALUE""
  }
  sns.publish(params, (err, data) =&gt; {
  if (err) {
  console.error(`Error ${err.message}`);
  callback(err);
  } else {
  console.log(""Success"");
  callback(null, data); // callback instead of context.
  }
  }
};
</code></pre>"

46,60494793,60493487,https://stackoverflow.com/questions/60494793,TRUE,package in answer outdated,,,1,,1,,yes,amazon-dynamodb,deprecated,,,1,1,,,,"<p>Solution:
Import this
<code>var unmarshalItem = require('dynamodb-marshaler').unmarshalItem;</code>
I have the response here in ""results.Items"" and now you can do this to get the normal json format perfectly.</p>


<pre><code>var items = results.Items.map(unmarshalItem);
  console.log(items);
  callback(null, items);
</code></pre>


<p>But i see this npm package was deprecated, So i will try doing this with latest <code>DynamoDB/Converter</code> and will update here.</p>"

47,54819944,54818630,https://stackoverflow.com/questions/54819944,FALSE,,,,,,,,,,,,,,,,,,"<p>Burst capacity does not cause your table to create a new partition. <a href=""https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/HowItWorks.Partitions.html"" rel=""nofollow noreferrer"">The docs</a> are pretty clear that new partitions are caused by the size of your data and the amount of <em>provisioned</em> capacity.</p>
<blockquote>
<p>DynamoDB allocates additional partitions to a table in the following situations:</p>
<p>_Ã‘Â¢   If you increase the table's provisioned throughput settings beyond what the existing partitions can support.</p>
<p>_Ã‘Â¢   If an existing partition fills to capacity and more storage space is required.</p>
</blockquote>
<p>There_Ã‘Ã©s no way for you to view to number of partitions in your table. You <em>might</em> be able to find out by contacting AWS support.</p>
<p>That being said recent improvements to DynamoDB mean that you shouldn_Ã‘Ã©t really have to worry about the number of partitions you have. Hot partitions are not a concern like they used to be because <a href=""https://aws.amazon.com/blogs/database/how-amazon-dynamodb-adaptive-capacity-accommodates-uneven-data-access-patterns-or-why-what-you-know-about-dynamodb-might-be-outdated/"" rel=""nofollow noreferrer"">DynamoDB adaptive capacity accommodates uneven data access patterns</a>.</p>"

48,49181531,49180428,https://stackoverflow.com/questions/49181531,TRUE,service in question outdated,,,1,,1,,yes,"amazon-s3, aws-sdk",deprecated,,"SOAP support over HTTP is deprecated, but it is still available over HTTPS.",1,,,,,"<p>You cannot use non-ASCII characters for S3 user-defined metadata when using either REST API or the AWS SDK (since AWS SDK is basically wrapper libraries that wrap the underlying Amazon S3 REST API):</p>


<blockquote>
  <p>User-defined metadata is a set of key-value pairs. Amazon S3 stores
  user-defined metadata keys in lowercase. Each key-value pair must
  conform to <strong>US-ASCII when you are using REST</strong> and to UTF-8 when you are
  using SOAP or browser-based uploads via POST.</p>
</blockquote>


<p>While UTF-8 is supported for both; SOAP and browser-based uploads using POST, AWS <a href=""https://docs.aws.amazon.com/AmazonS3/latest/API/APISoap.html"" rel=""nofollow noreferrer"">recommends</a> that you use either the REST API or the AWS SDKs saying that new features will not be supported for SOAP:</p>


<blockquote>
  <p>SOAP support over HTTP is deprecated, but it is still available over
  HTTPS. New Amazon S3 features will not be supported for SOAP. We
  recommend that you use either the REST API or the AWS SDKs.</p>
</blockquote>"

49,46720353,46719462,https://stackoverflow.com/questions/46720353,TRUE,service in question outdated,,,1,,1,,yes,amazon-rds,DeprecatedÂ ,,override executeQuery(String) and make it @Deprecated with a nice javadoc.,1,1,,,,"<p>A typical mistake.</p>


<pre><code>ResultSet rs = ps.executeQuery(count);
</code></pre>


<p>should be</p>


<pre><code>ResultSet rs = ps.executeQuery();
</code></pre>


<p>as <code>ps</code> is a <code>PreparedStatement</code> extending <code>Statement</code>, and <code>executeQuery(String)</code> is an unusable Statement method.</p>


<p><em>Should one ever create a similar API, override <code>executeQuery(String)</code> and make it <code>@Deprecated</code> with a nice javadoc.</em></p>"

50,55485222,55477419,https://stackoverflow.com/questions/55485222,TRUE,service in question outdated,,,1,,1,,yes,aws-api-gateway,deprecatedÂ ,,The deprecated api aws.apigateway.x.API has been removed.,1,1,,,,"<p>Figured I'd take a look at the actual code (go figure, right?) and found that <code>apigateway.x.API</code> is now under <code>awsx.apigateway.API</code>. Was wondering if <code>awsx</code> was related. Feel better now.</p>


<p><a href=""https://github.com/pulumi/pulumi-aws/pull/508"" rel=""nofollow noreferrer"">https://github.com/pulumi/pulumi-aws/pull/508</a></p>


<blockquote>
  <p>The deprecated api aws.apigateway.x.API has been removed. Its replacement is in the @pulumi/awsx package with the name awsx.apigateway.API.</p>
</blockquote>


<p><code>pulumi-awsx</code> is described as ""AWS infrastructure best practices in component form.</p>


<p><a href=""https://github.com/pulumi/pulumi-awsx"" rel=""nofollow noreferrer"">https://github.com/pulumi/pulumi-awsx</a></p>"

51,53062912,33455244,https://stackoverflow.com/questions/53062912,FALSE,mentionÂ ,,,,1,,,yes,amazon-rds,deprecated,,"Ensure that running an updated version of MySQL Engine(not deprecated). Trying to upgrade a deprecated MySQL Version via the AWS Console(UI) results in an error message.""",,,,,,"<p>Upgrading a MySQL DB instance can be tricky but easy to achieve through the following steps.</p>


<p><strong><em>1. Ensure that running an updated version of MySQL Engine(not deprecated).</em></strong>
Trying to upgrade a deprecated MySQL Version via the AWS Console(UI) results in an error message.""</p>


<blockquote>
  <p>""Cannot find version 5.... for mysql (Service: AmazonRDS; Status Code:
  400; Error Code: InvalidParameterCombination; Request ID:........""</p>
</blockquote>


<p><strong>Even Snapshot Restore is most likely to run for several mins/hours without any success.</strong> </p>


<p>2.<strong>Use AWS CLI</strong> </p>


<p>Use 'modify-db-instance' command to scale the storage size[1] and applied the version upgrade on your DB instance. 
Here's the example command:</p>


<pre><code>aws rds modify-db-instance \ 
  --db-instance-identifier &lt;RDS_identifier&gt; \ 
  --allocated-storage &lt;storage_size&gt; \ 
  --apply-immediately 
</code></pre>


<p>You may also refer to this guide on to install AWS CLI toll: Installing the AWS Command Line Interface - [<a href=""https://docs.aws.amazon.com/cli/latest/userguide/installing.html][1]"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/cli/latest/userguide/installing.html][1]</a></p>


<p>3.After the successful upgrade, optionally modify/upgrade your MySQL version to a non depreciated Version via the AWS Console(UI).</p>"

52,33306070,33298186,https://stackoverflow.com/questions/33306070,TRUE,service in question outdated,,,1,,1,,yes,amazon-ses,removedÂ ,,,1,1,,,,"<p><strong>Update</strong></p>


<p>At some point after this answer was written, most of the information about Signature Version 3 has been removed from the AWS docs.  The documentation at the link mentioned below is still present, but the page no longer describes how to actually sign requests using Signature Version 3.  It does still mention that SES supports both Signature V3 and V4, but it also states that Signature V4 is recommended.</p>


<p>For the historically curious, the instructions for signing SES requests using Signature Version 3 can still be found at an <a href=""https://web.archive.org/web/20150905231547/https://docs.aws.amazon.com/ses/latest/DeveloperGuide/query-interface-authentication.html"" rel=""nofollow noreferrer"">archived version of the page</a> but using (or switching to) Signature Version 4 would be the future-proof course of action, as it is highly unlikely for Signature V3 to be supported if SES launches any new regions in the future (Signature V2 has not been supported in any region launched since 2014, but SES does not have endpoints in any of those regions).</p>


<p>Signature V3 had significant limitations compared to Signature V4, so it may at some point (or may already) be deprecated and may eventually be discontinued. </p>


<p>tl;dr: Always use Signature Version 4.</p>


<p><strike><a href=""https://docs.aws.amazon.com/ses/latest/DeveloperGuide/query-interface-authentication.html"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/ses/latest/DeveloperGuide/query-interface-authentication.html</a> explains how to use Signature Version 3 with SES to sign requests you will submit over HTTPS.</strike></p>


<p><strike>This is an algorithm that is different from most other AWS services, but is very simple to implement.  The standard Signature V4 is also supported by SES.</strike></p>"

53,52462657,52462585,https://stackoverflow.com/questions/52462657,TRUE,Toturial mentioned might outdated,,,,1,1,,yes,amazon-dynamodb,outdated,,,1,,1,,,"<p>DynamoDB Streams enables a read-only view of the actions that have been performed against DynamoDB tables. Think of streams as analogous to a Kinesis stream that provides an audit of all writes to the tables. Streams does not provide the ability to enforce atomicity on writes to tables, but could be used for monitoring after the fact that the sources are out of sync. The best I can see for transactional storage within DynamoDB is in the <a href=""https://aws.amazon.com/blogs/developer/performing-conditional-writes-using-the-amazon-dynamodb-transaction-library/"" rel=""nofollow noreferrer"">AWS Developer Blog</a>, but it is from 2014 so it may be outdated.</p>


<p><a href=""https://aws.amazon.com/about-aws/whats-new/2014/11/10/introducing-dynamodb-streams/"" rel=""nofollow noreferrer"">https://aws.amazon.com/about-aws/whats-new/2014/11/10/introducing-dynamodb-streams/</a>
<a href=""https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/Streams.html"" rel=""nofollow noreferrer"">https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/Streams.html</a></p>"

54,19691660,4488793,https://stackoverflow.com/questions/19691660,TRUE,Toturial mentioned might outdated,,,,1,,1,yes,"amazon-ec2, amazon-ebs",outdated,,"i tried quite a few blogs but as you said, they are outdated.",1,,,,,"<p>You can follow the official documentation of setting up Amazon ec2 instance: <a href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-launch-instance_linux.html"" rel=""nofollow"">http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-launch-instance_linux.html</a></p>


<p>You should start with an AMI that you are familiar with. For example, if you use Ubuntu, you can just use one of the Ubuntu AMI in the recommended page. I didn't use the BitNami server and my Django site is deployed smoothly. </p>


<p>If you are using Apache server, just follow the instructions on the official Django doc:
<a href=""https://docs.djangoproject.com/en/1.5/howto/deployment/wsgi/modwsgi/"" rel=""nofollow"">https://docs.djangoproject.com/en/1.5/howto/deployment/wsgi/modwsgi/</a></p>


<p>I tried quite a few blogs but as you said, they are outdated. Just use the official docs and it will save you a lot of time. </p>"

55,9489329,9489036,https://stackoverflow.com/questions/9489329,TRUE,Toturial mentioned might outdated,,,,1,1,,no,,outdated,,,1,,,,,"<p>Although it may be a bit outdated, <a href=""http://freemarker.sourceforge.net/"" rel=""nofollow"">FreeMarker</a> is primarily a framework for rendering template files given some set of inputs.</p>"

56,36339430,36239224,https://stackoverflow.com/questions/36339430,TRUE,service in question outdated,,,1,,1,,yes,amazon-echo,deprecated,,,1,,,,,"<p><strong>Update: <a href=""https://developer.amazon.com/docs/custom-skills/literal-slot-type-reference.html"" rel=""nofollow noreferrer"">This is no longer possible</a> as of October 2018.</strong></p>


<blockquote>
  <p>AMAZON.LITERAL is deprecated as of October 22, 2018. Older skills
  built with AMAZON.LITERAL do continue to work, but you must migrate
  away from AMAZON.LITERAL when you update those older skills, and for
  all new skills.</p>
</blockquote>


<p><s>You can use the <a href=""https://developer.amazon.com/public/solutions/alexa/alexa-skills-kit/docs/alexa-skills-kit-interaction-model-reference#LITERAL%20Slot%20Type%20Reference"" rel=""nofollow noreferrer""><code>AMAZON.LITERAL</code></a> slot type to capture freeform text. Amazon recommends providing sample phrases, <a href=""https://forums.developer.amazon.com/forums/message.jspa?messageID=17841"" rel=""nofollow noreferrer"">but according to this thread</a>, you may be able to get away with not providing them.</s></p>"

57,54204722,54204287,https://stackoverflow.com/questions/54204722,TRUE,service in question outdated,,,1,,1,,no,,outdated,,Maybe you should update node.js because version 4.x is absolutely outdated,1,1,,,,"<p>If you use express.js for the Webapplication, you first could use <code>pm2</code> (<a href=""https://www.npmjs.com/package/pm2"" rel=""nofollow noreferrer"">https://www.npmjs.com/package/pm2</a>) to create a ""container"" for your application. If you want to Host your application, I recommend using Nginx with a reverse proxy.
Here are some Links: </p>


<ol>
<li><a href=""https://serverfault.com/questions/601332/how-to-configure-nginx-so-it-works-with-express"">https://serverfault.com/questions/601332/how-to-configure-nginx-so-it-works-with-express</a></li>
<li><a href=""https://stackoverflow.com/questions/53807393/nginx-reverse-proxy-expressjs-angular-ssl-configuration-issues"">Nginx Reverse Proxy + ExpressJS + Angular + SSL configuration issues</a></li>
</ol>


