Id,PostId,Score,Text,CreationDate,UserId,ContentLicense,,link
68248769,37597388,4,"it's November and Amazon official docs aren't updated. it's been ~6 months since the login method is deprecated and no one bothers to update docs. I can understand that, as Amazon is just a small startup... Oh, wait.",2016-11-09T08:44:09.083,1928138,CC BY-SA 3.0,,https://stackoverflow.com/questions/37597388
68455330,40607343,0,"`Expires` is deprecated and unnecessary.  Try without it... and then try a more reasonable value for `Cache-Control: max-age=...` such as 86400, just to see if perhaps the browser is discarding the value as though it were too large to be considered correct.  Also, mention browser and version so others can try to replicate the behavior you are seeing.",2016-11-15T13:04:54.537,1695906,CC BY-SA 3.0,,https://stackoverflow.com/questions/40607343
70104484,41448626,0,"[`std::strstream`](http://en.cppreference.com/w/cpp/io/strstream) can do that, but it's deprecated. The non-deprecated counterpart is [`std::stringstream`](http://en.cppreference.com/w/cpp/io/basic_stringstream), but it can't work off a client-provided buffer - it always makes a copy.",2017-01-03T17:26:43.130,1670129,CC BY-SA 3.0,,https://stackoverflow.com/questions/41448626
70335374,41565297,1,How do you determine the time zone? `Date` doesnâ€™t have a `getTimeZone` method (and `getTimeZoneOffset()` is deprecated).,2017-01-10T09:45:10.927,5772882,CC BY-SA 3.0,,https://stackoverflow.com/questions/41565297
70343147,41461307,0,"That's interesting, but possibly outdated, since EFS claims to be NFS 4.1,  not 4 as this blog post indicates.",2017-01-10T13:04:57.650,1695906,CC BY-SA 3.0,,https://stackoverflow.com/questions/41461307
70682999,41743379,0,"It is best not to use `mcrypt`, it has been abandonware for nearly a decade now. It has therefore been deprecated and will be removed from the core and into PECL in PHP 7.2. It does not support standard PKCS#7 (nÃ©e PKCS#5) padding, only non-standard null padding that can't even be used with binary data. `mcrypt` has many outstanding [bugs](https://sourceforge.net/p/mcrypt/bugs/) dating back to 2003. Instead consider using [defuse](https://github.com/defuse/php-encryption) or [RNCryptor](https://github.com/RNCryptor), they provide a complete solution, are being maintained and is correct.",2017-01-19T15:08:21.123,451475,CC BY-SA 3.0,,https://stackoverflow.com/questions/41743379
71263474,42041790,1,"`Expires` is deprecated in favor of `Cache-Control`, but CloudFront will simply pass it through if your server returns the `Expires` header.  Did you do a cache invaldation?  If not, CloudFront may be serving the objects from its cache, and has cached them before you changed your server.",2017-02-04T20:23:18.420,1695906,CC BY-SA 3.0,,https://stackoverflow.com/questions/42041790
71556876,42196222,2,"You could use boto2 and boto3 in the same script (e.g. don't rewrite the boto2 parts, but add in some boto3).  But to try and answer your question in boto2, which subscription attributes are you looking for exactly?  Some of them are available in the object returned in your above code sample (e.g. replace `SubscriptionArn` with `Endpoint`, `Owner`, or `Protocol`, etc.)  But I don't think all attributes available in boto3 are supported by boto2, as it has been deprecated.",2017-02-13T05:57:32.700,620898,CC BY-SA 3.0,,https://stackoverflow.com/questions/42196222
71657923,42239365,0,"read knife bootstrap help: ""-d, --distro DISTRO              Bootstrap a distro using a template. **[DEPRECATED]** Use -t / --bootstrap-template option instead.""",2017-02-15T12:56:31.063,3627607,CC BY-SA 3.0,,https://stackoverflow.com/questions/42239365
72216248,42540154,0,"what version of Google play services are you building your app against? Also do NOT use the GCM.jar that has been deprecated and no longer supported, I dont even think you will get push notifications anymore with that",2017-03-01T19:23:24.120,599346,CC BY-SA 3.0,,https://stackoverflow.com/questions/42540154
72295960,42572050,1,"No it's not deprecated. The documentation is here: http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/DynamoDB.html#batchWriteItem-property if it was deprecated it would say so in the documentation. Also, if it was deprecated you would not be getting an error message like that. That error message would mean it had been completely removed from the SDK, not just deprecated. I think you need to show your code so we can help you further. Check how you are calling the `batchWriteItem` function.",2017-03-03T14:47:53.410,13070,CC BY-SA 3.0,,https://stackoverflow.com/questions/42572050
72312833,42588740,0,You shouldn't be using `Expires` and nobody should be telling you to.  It's deprecated in favor of `Cache-Control`.  You should be using something like `Cache-Control: max-age=...` (where `...` is an integer number of seconds).,2017-03-03T23:49:42.557,1695906,CC BY-SA 3.0,,https://stackoverflow.com/questions/42588740
72402566,42616814,0,"I wondered if that was what you were thinking.  That's not what `Expires` does.  `Expires` is an HTTP header that tells browsers and itermediate caches when the object is expected to be obsolete and should no longer be cached -- similar to `Cache-Control` but deprecated and largely useless.  [`x-amz-expiration`](http://docs.aws.amazon.com/AmazonS3/latest/API/RESTObjectHEAD.html) is a read-only *response* header that tells you when S3 is planning to purge an object because of a bucket lifecycle policy, but you can't ask S3 to delete an object at an arbitrary time in the future.",2017-03-06T23:22:53.367,1695906,CC BY-SA 3.0,,https://stackoverflow.com/questions/42616814
73129281,43020026,1,`AmazonS3Client.setRegion()` is deprecated. Didn't you try to use `AwsClientBuilder.setRegion(String)`? http://docs.aws.amazon.com/AWSJavaSDK/latest/javadoc/com/amazonaws/client/builder/AwsClientBuilder.html#setRegion-java.lang.String-,2017-03-25T19:13:18.623,7637120,CC BY-SA 3.0,,https://stackoverflow.com/questions/43020026
73475143,43200433,0,"Please don't tag question for Amazon Redshift with `postgresql. Although Redshift is based on (an extremely outdated version of) Postgres it has deviated substantially. See a similar discussion regarding other ""spin-offs"" here: https://dba.meta.stackexchange.com/q/2670/1822",2017-04-04T08:12:58.880,330315,CC BY-SA 3.0,,https://stackoverflow.com/questions/43200433
73487384,43207068,0,"@FrÃ©dÃ©ricHenri Fair enough, both commands run code in a subshell and there is little if any difference in functionality but backticks are practically deprecated and become increasingly difficult to use and read if nested so it is probably always better to use `$()` version.",2017-04-04T13:00:42.357,4923629,CC BY-SA 3.0,,https://stackoverflow.com/questions/43207068
73806565,43355074,1,Don't use those outdated example without knowing what you are doing. Go check out boto3,2017-04-12T14:25:33.840,6017840,CC BY-SA 3.0,,https://stackoverflow.com/questions/43355074
74120087,43533010,0,"Unfortunately, once the AMI has been deprecated it is not possible to retrieve the Name of the AMI. Therefore, you would need to provide the name for the search.",2017-04-21T04:27:27.720,174777,CC BY-SA 3.0,,https://stackoverflow.com/questions/43533010
74476869,43715537,0,"Side comment: FTP is a rather outdated technology. Uploading & Downloading direct to S3 would provide a more scalable and available solution, without the need for a server. For example, they could use a web page or the [AWS Command-Line Interface (CLI)](http://aws.amazon.com/cli/) to transfer files. It would also provide full security capabilities.",2017-05-01T09:13:57.933,174777,CC BY-SA 3.0,,https://stackoverflow.com/questions/43715537
74887229,43925912,0,"If you're trying to build an initramfs archive, then why are you (mis)naming the output file `initrd.img`?  A ramfs is not the same as a (deprecated) ramdisk (despite the errors in the mkinitramfs man page; kernel documentation overrules it).  Did you bother to read the error messages that you posted?  Did you check the permissions of the problem file?",2017-05-11T23:19:32.230,1599004,CC BY-SA 3.0,,https://stackoverflow.com/questions/43925912
76160217,44585509,0,I have checked it in 1.11.145 version. There is no comment that it is deprecated.http://docs.aws.amazon.com/AWSJavaSDK/latest/javadoc/com/amazonaws/services/dynamodbv2/datamodeling/DynamoDBSaveExpression.html..,2017-06-16T09:53:57.220,6337748,CC BY-SA 3.0,,https://stackoverflow.com/questions/44585509
76377759,44694409,0,"CFS is deprecated, use [meteor-files](https://github.com/VeliovGroup/Meteor-Files/wiki/AWS-S3-Integration) package",2017-06-22T10:59:21.770,1320932,CC BY-SA 3.0,,https://stackoverflow.com/questions/44694409
76712177,44745294,0,@VladLuchansky ya that picture is outdated...i changed it to my ip of phpstorm machine.  Still i get no xdebug communication.,2017-07-02T00:07:05.883,6784815,CC BY-SA 3.0,,https://stackoverflow.com/questions/44745294
76740313,44881026,0,"Every time you use [the `mysql_`](http://stackoverflow.com/questions/12859942/why-shouldnt-i-use-mysql-functions-in-php) database extension in new code **[this happens](https://media.giphy.com/media/kg9t6wEQKV7u8/giphy.gif)** it is deprecated and has been for years and is gone for ever in PHP7.If you are just learning PHP, spend your energies learning the `PDO` or `mysqli` database extensions and prepared statements.[Start here](http://php.net/manual/en/book.pdo.php)",2017-07-03T08:39:27.880,2310830,CC BY-SA 3.0,,https://stackoverflow.com/questions/44881026
76853171,44938395,0,"Other than that, you don't need both Glide and Picasso, and while nineoldandroids is deprecated, you've defined it twice",2017-07-06T01:36:02.377,2308683,CC BY-SA 3.0,,https://stackoverflow.com/questions/44938395
77343802,45181146,0,"There is also the [legacy link feature](https://docs.docker.com/engine/userguide/networking/default_network/dockerlinks/) (but it might get deprecated soon, who knows) which is handy for such cases.",2017-07-19T10:52:36.510,2757014,CC BY-SA 3.0,,https://stackoverflow.com/questions/45181146
77995658,45509283,1,"Side-note: Amazon SimpleDB is effectively deprecated. It's still there, it's still running, the [documentation is available if you know where to look](http://docs.aws.amazon.com/AmazonSimpleDB/latest/DeveloperGuide/Welcome.html). However, if you are looking for a long-term solution, consider using Amazon DynamoDB instead.",2017-08-05T00:46:48.607,174777,CC BY-SA 3.0,,https://stackoverflow.com/questions/45509283
78346537,36127475,0,"**Update** August 2017: > AWS Lambda currently supports the following Node.js runtimes:* Node.js runtime v6.10 (runtime = nodejs6.10)* Node.js runtime v4.3 (runtime = nodejs4.3)* Node v0.10.42 is currently marked as deprecated.        https://docs.aws.amazon.com/lambda/latest/dg/programming-model.html",2017-08-15T13:53:15.793,398574,CC BY-SA 3.0,,https://stackoverflow.com/questions/36127475
78649332,45828477,0,"@ChiragSejpal try doing that, it might be that svv_table_info relies on outdated table statistics. Please let me know if that worked",2017-08-23T17:08:39.233,3548519,CC BY-SA 3.0,,https://stackoverflow.com/questions/45828477
78724172,45464521,0,"hey, @chapeljuice. Yes.There were 2 issues, one of them I could use another method:InitiateAuth, instead of adminInitiateAuth.I blame amazon documentation, cause they call ""developer"" guide, as if we were supposed to understaand this is not meant to ""developers audience"" but rather users which have a developer role. I answered this part here: https://stackoverflow.com/questions/45474045/aws-using-refresh-token-javascript/45516372#45516372Second thing, I updated the aws-sdk on my my project which was extremel outdated (2.5.0 --> 2.95.0)Then it worked fine.",2017-08-25T13:45:44.063,165622,CC BY-SA 3.0,,https://stackoverflow.com/questions/45464521
79371578,46201976,0,I would stick with the `binaryDecode()` function as `toBinary()` is deprecated. Not sure why it is not working for you. I have similar code working. Is it failing on the `myPdf.read()` line? How are you passing the data to your ColdFusion server?,2017-09-13T18:13:09.207,1636917,CC BY-SA 3.0,,https://stackoverflow.com/questions/46201976
79461309,22653307,0,This is also a huge problem if you use autoscaling. After the AMI is deprecated autoscaling starts failing because it can't add new instances and your production system becomes broken. This seems like a significant design flaw in the way AWS works.,2017-09-15T23:11:29.520,2843151,CC BY-SA 3.0,,https://stackoverflow.com/questions/22653307
79519600,46247669,0,"That's just me and noone else, why force everyone to use macports and follow the arcane procedure for installing an out-of-date port?  Even if noone else mattered, every time I run `port upgrade outdated` it'll get upgraded to current, and rolling back is a pain I'd rather not have to deal with continuously.",2017-09-18T11:43:11.550,776723,CC BY-SA 3.0,,https://stackoverflow.com/questions/46247669
79551035,46291252,0,"the client is the matter of taste, but if you want reliable ""data import"", use `psql -c \copy` - Im not saying pgAdmin is bad, but Im saying number of problems with psql today is WAY less then with pgAdmin4... Eg I have outdated version `1.0 rc1` and copy did not even started... btw what version of pgadmin you use?..",2017-09-19T07:22:11.137,5315974,CC BY-SA 3.0,,https://stackoverflow.com/questions/46291252
79926476,46483464,1,"Anand, are you using optimistic locking with version numbers in dynamodb? That way, you can catch concurrency issues and work out whether to retry the request with updated dates, or discard it as outdated.",2017-09-29T09:37:12.553,5162763,CC BY-SA 3.0,,https://stackoverflow.com/questions/46483464
80120702,41456423,0,"This warning means that old node-uuid module is deprecated and won't be maintained moving forward. So just do npm uninstall --save node-uuid andnpm install --save uuid",2017-10-05T10:57:38.557,7635845,CC BY-SA 3.0,,https://stackoverflow.com/questions/41456423
80305424,46672074,0,@jarmod  AmazonS3Client is deprecated in the mentioned aws jdk.,2017-10-11T02:02:28.160,8629119,CC BY-SA 3.0,,https://stackoverflow.com/questions/46672074
80934955,46994257,0,`mapred` properties are all deprecated,2017-10-28T20:41:41.410,2308683,CC BY-SA 3.0,,https://stackoverflow.com/questions/46994257
81164711,47107153,0,"This isn't a programming question, but a documentation question, and is off-topic. That said, t1 *has* been deprecated for t2, and is documented as such.",2017-11-04T03:46:38.017,272109,CC BY-SA 3.0,,https://stackoverflow.com/questions/47107153
81164782,47107153,3,"*Deprecated.*  Not discontinued. As documented. Just search ""ec2 t1"".",2017-11-04T03:53:20.653,272109,CC BY-SA 3.0,,https://stackoverflow.com/questions/47107153
81164822,47107153,0,"@ishandutta2007. As a general rule, you will pay more for a deprecated instance type. Sort of Amazon's way of pushing you to use current generation products. The reason that older instance types still exist is that you can lose customers by dropping support for systems that are in production (enterprise style support policies). This way customers can take their time (and pay for it) until they can move to the current generation.",2017-11-04T03:57:11.407,8016720,CC BY-SA 3.0,,https://stackoverflow.com/questions/47107153
81182689,47115455,0,"Running version 1.11.129, which is of course outdated, but when I try to upgrade with `pip install awscli --upgrade --user` I have that same version. Not sure how to get up to 1.11.84 (I'm on Amazon Linux).",2017-11-04T22:46:45.187,4449035,CC BY-SA 3.0,,https://stackoverflow.com/questions/47115455
81195750,47122894,1,That tutorial is from 2012 and appears to be outdated. It appears that you cannot run Redshift without a VPC now.,2017-11-05T15:02:19.447,13070,CC BY-SA 3.0,,https://stackoverflow.com/questions/47122894
81210224,47129430,0,You will need to define same mountpoints for both the containers. `volume_from` is deprecated and should not be used,2017-11-06T05:23:24.367,2830850,CC BY-SA 3.0,,https://stackoverflow.com/questions/47129430
81990160,47516633,4,It seems AWS change the bucket structure. The document you refer to is outdated. The common crawl bucket is call `s3://commoncrawl` now.  Try to use `aws s3 ls s3://commoncrawl`  to check it out. Ref : https://aws.amazon.com/public-datasets/common-crawl/,2017-11-27T17:57:59.297,6017840,CC BY-SA 3.0,,https://stackoverflow.com/questions/47516633
82453032,47701044,0,I think either AWS doc outdated or `other_policy` not correct,2017-12-11T04:36:29.367,2401736,CC BY-SA 3.0,,https://stackoverflow.com/questions/47701044
82631633,47818985,1,After invalidating with the wildcard `/**` reload your page with CTRL+F5 which is a hard reload. Does it still show outdated data?,2017-12-15T14:25:43.947,4278870,CC BY-SA 3.0,,https://stackoverflow.com/questions/47818985
82639951,47837489,0,"The procedure would likely be the same as on any other machine. You didn't install @angular/cli, did you? angular/quickstart is deprecated and doesn't support CLI, that's what repo page says. Are you trying to start a new project or set up existing project?",2017-12-15T18:40:28.560,3731501,CC BY-SA 3.0,,https://stackoverflow.com/questions/47837489
82652306,47839648,1,"As per the document, CertificateSource it has been deprecated, not sure but that could be the issue.http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/CloudFront.html",2017-12-16T09:08:21.937,7753973,CC BY-SA 3.0,,https://stackoverflow.com/questions/47839648
82878318,47954275,1,`ArrayList` was deprecated when .NET 2.0 was. You should either use `string[]` or `List<string>`,2017-12-23T17:30:23.253,2141621,CC BY-SA 3.0,,https://stackoverflow.com/questions/47954275
83271177,48138088,0,Yes the last code of AWS is deprecated... I wonder if there is another way to get it.,2018-01-08T08:26:25.640,8914280,CC BY-SA 3.0,,https://stackoverflow.com/questions/48138088
83276098,48138088,0,"How does it being deprecated make you ""unable"" to use it?",2018-01-08T11:03:37.203,4254517,CC BY-SA 3.0,,https://stackoverflow.com/questions/48138088
83276493,48138088,0,"I am looking at 1.11.198, it's not deprecated there ...",2018-01-08T11:15:15.553,4254517,CC BY-SA 3.0,,https://stackoverflow.com/questions/48138088
83378714,48198736,0,Stop using SQL because you are print to sql injections. It is deprecated. Look at this link my friend:https://www.w3schools.com/php/php_mysql_select.asp. What I would also recommend is you erasing everything and just leave the connection part of the script and run it. See if it still gives you the same error.,2018-01-11T01:54:18.920,8016771,CC BY-SA 3.0,,https://stackoverflow.com/questions/48198736
83478364,48247353,0,"Ah I'm outdated, But I still dont see why you believe that the credentials was retrieved by the application ?",2018-01-14T08:40:22.587,682485,CC BY-SA 3.0,,https://stackoverflow.com/questions/48247353
83584725,48300124,1,"AWS cognito has its own API for authentication, whether its for UserPoolID or IdentitityPoolID.I have pulled my hair on AWS documentation for 2 weeks at a time, they are so confusing and outdated at times. The best way to use AWS for at least ios is to register as a user, use MobileHub to generate a sample project with required API's and use the Wrapper class they generate.",2018-01-17T11:36:36.943,3755838,CC BY-SA 3.0,,https://stackoverflow.com/questions/48300124
83598575,48306161,1,"Looks like ""s3://"" is deprecated,  can you please try ""s3a://"" or ""s3n://""",2018-01-17T17:24:02.560,3025578,CC BY-SA 3.0,,https://stackoverflow.com/questions/48306161
83608853,48311411,0,@FrankerZ [`util.error()`](https://nodejs.org/api/util.html#util_util_error_strings) is just a deprecated call equivalent to `console.error()`.,2018-01-17T23:12:08.650,1541563,CC BY-SA 3.0,,https://stackoverflow.com/questions/48311411
83743006,48340877,0,"I think this post probably explains why the links are not supported - docker has deprecated themhttps://stackoverflow.com/questions/39173670/are-docker-links-deprecated",2018-01-22T09:21:44.323,3368410,CC BY-SA 3.0,,https://stackoverflow.com/questions/48340877
83870271,47976502,0,"@UsmanMutawakil it's probably pretty outdated by now and I don't entirely remember, but if memory serves, than yes.",2018-01-25T09:32:12.153,4890123,CC BY-SA 3.0,,https://stackoverflow.com/questions/47976502
83941728,48471883,0,"I followed it. Itâ€™s a bit outdated. After following it I canâ€™t find the load balancing IP address. I add the task, cluster, service and Iâ€™m not sure what to do next.",2018-01-27T08:45:30.067,2135210,CC BY-SA 3.0,,https://stackoverflow.com/questions/48471883
83973958,48490170,0,"I get `DEPRECATION WARNING: called deprecated method 'delete' of an Aws::S3::ObjectSummary::Collection, use batch_delete!` but looks like thats essentially it. Thanks!",2018-01-28T19:36:19.433,659910,CC BY-SA 3.0,,https://stackoverflow.com/questions/48490170
84114934,48536001,0,"Can you provide me a link of this Sample App, the only thing I can find is several lines of code not conneted to each other, differents methods of doing something that looks silimar but not the same, and some outdated sample apps in Swift 2 that are not useful... thanks",2018-02-01T09:49:44.497,7988554,CC BY-SA 3.0,,https://stackoverflow.com/questions/48536001
84441887,48697976,0,"I got this working, primarily using information from a comment that has since been deleted and continuing from there. Part of the problem lies in incorrect AWS documentation, but looking at samples can (and did) clear this up. The other part lies in inexperience, until you have worked with AWS/signing it is hard to distinguish between outdated and newer signing methods, they are not (always) clearly marked on AWS and especially not marked well on outside resources.",2018-02-10T13:53:43.853,9336265,CC BY-SA 3.0,,https://stackoverflow.com/questions/48697976
84702384,36877647,3,"This question refers to an outdated and discontinued version of the Serverless framework. In the latest version, API keys can easily be created, see: https://serverless.com/framework/docs/providers/aws/events/apigateway/#setting-api-keys-for-your-rest-api",2018-02-18T07:26:50.143,771901,CC BY-SA 3.0,,https://stackoverflow.com/questions/36877647
84987374,48990710,0,The solution provide in the posible duplicate is that it's outdated when you run the script it tells you to use AWS4-HMAC-SHA256 as authorization mechanism,2018-02-26T14:58:57.643,2752065,CC BY-SA 3.0,,https://stackoverflow.com/questions/48990710
85006849,20112354,0,"For anyone still visiting this, `accessKeyId` and `secreteAccessKey` is deprecated. I chose to use this method: https://docs.aws.amazon.com/sdk-for-javascript/v2/developer-guide/loading-node-credentials-json-file.html",2018-02-27T03:59:13.997,8430249,CC BY-SA 3.0,,https://stackoverflow.com/questions/20112354
85592061,49292936,0,Reading text messages is something even Android has deprecated with their new release and iOS has been very sure about it since the beginning. I don't think any other app can access your text messages even to convert to push notifications.,2018-03-15T08:52:03.583,5685175,CC BY-SA 3.0,,https://stackoverflow.com/questions/49292936
86257489,49512784,0,"i noticed that after using this code secure listener port is off, then i tried to enable it then i got this error. ""LoadBalancerHTTPSPort: You have specified both the @deprecated(:default.aws:elb:loadbalancer:LoadBalancerHTTPSPort) option as well as one in the new aws:elb:listener:443 namespace. The :default.aws:elb:loadbalancer:LoadBalancerHTTPSPort option will be ignored.""",2018-04-03T08:14:55.327,1578963,CC BY-SA 3.0,,https://stackoverflow.com/questions/49512784
86572911,49777518,0,"Looks like v2 of the C# SDK. Presumably you've verified that the child Lambda did not actually run, using CloudWatch Logs (in case it errored out). The InvokeAsync(InvokeAsyncRequest) method is deprecated so you might want to try Invoke(InvokeRequest) with an InvocationType of Event. Also, interestingly but not necessarily relevant, the docs say that InvokeAsyncResponse will have a 202 Status upon success, not 200.",2018-04-11T15:17:48.677,271415,CC BY-SA 3.0,,https://stackoverflow.com/questions/49777518
87034397,49973504,0,"@dennis-ec Yeah, I later noticed that as I started a server. The [outdated tutorial](https://www.datacamp.com/community/tutorials/deep-learning-jupyter-aws#comments) that I was following was using the ipython command to check the environment. That's why I was stuck. I'm still wondering if it's possible to use the virtual environments outside",2018-04-24T18:53:34.673,1639266,CC BY-SA 3.0,,https://stackoverflow.com/questions/49973504
87411933,50194454,0,"Given one is deprecated, and the other isn't, your choice should be clear... use the one that is not deprecated.",2018-05-06T08:10:06.610,466862,CC BY-SA 4.0,,https://stackoverflow.com/questions/50194454
87824577,50404517,0,"Moreover, the EC2 instance has the latest kernel version, while Equinix instance has an outdated one.Yet the performance is much better in Equinix instance.",2018-05-18T05:56:30.227,6911418,CC BY-SA 4.0,,https://stackoverflow.com/questions/50404517
87937380,50461966,0,"Have you configured your S3 access policy? Open dev tools and look if there are 404 or 403 errors on URLs in S3? If you have correct links in HTML in browser then you have setup Django correctly and the issue with AWS configuration.  Follow https://www.caktusgroup.com/blog/2014/11/10/Using-Amazon-S3-to-store-your-Django-sites-static-and-media-files/,  it is a bit outdated but still provides great reference for AWS configuration. Also see CORS section so you won't have problems with fonts and some other things.",2018-05-22T07:34:21.423,6627564,CC BY-SA 4.0,,https://stackoverflow.com/questions/50461966
88652186,50823092,0,I followed this guide https://gist.github.com/mojodna/2f596ca2fca48f08438e - I also tried using yum but it would install an outdated version,2018-06-12T18:27:46.877,8446302,CC BY-SA 4.0,,https://stackoverflow.com/questions/50823092
88715946,50856581,2,"How did you determine that the system is ""not able"" to do something? Why don't you check for error codes? Most probably, [`mysql_query` is deprecated](https://stackoverflow.com/questions/12859942/why-shouldnt-i-use-mysql-functions-in-php)",2018-06-14T11:44:48.070,1116230,CC BY-SA 4.0,,https://stackoverflow.com/questions/50856581
88767252,50866472,1,"The lambda is a router, that redirects traffic.  The routes are updated and stored in s3.  To keep downtime low, the object is cached so that a majority of the time, when the lambda runs the routes are already mapped in an object.  s3 is only checked on a cold start of the lambda.  s3 has a trigger for the lambda to be called, but it doesn't restart all the instances of the lambda.  So some of the lambdas have an outdated route.",2018-06-15T20:51:06.723,9943906,CC BY-SA 4.0,,https://stackoverflow.com/questions/50866472
88874069,50937481,1,Are you sure this isn't a question about product recommendation? Because those get outdated pretty quickly,2018-06-19T22:42:01.447,5377773,CC BY-SA 4.0,,https://stackoverflow.com/questions/50937481
89086453,51034175,0,"Thanks for the suggestion @Madushan Perera, but looking at the source code of the AmazonS3Client I noticed all the uses of an `AmazonS3Client` constructor are deprecated, so in the long term it may not be the best solution u_u",2018-06-26T16:34:52.637,1305745,CC BY-SA 4.0,,https://stackoverflow.com/questions/51034175
89769819,51398395,0,"Not relevant to your problem, but [`mysql_connect()` is deprecated](http://php.net/manual/en/function.mysql-connect.php), and you should not use it.  Use [`mysqli_connect()`](http://php.net/manual/en/function.mysqli-connect.php) or [`PDO`](http://php.net/manual/en/pdo.construct.php) instead.",2018-07-18T10:21:29.800,6089612,CC BY-SA 4.0,,https://stackoverflow.com/questions/51398395
89904343,51467811,0,TL;DR: That code is outdated and cannot be used with newer regions. Use the AWS SDK.,2018-07-22T18:07:33.807,149341,CC BY-SA 4.0,,https://stackoverflow.com/questions/51467811
90020572,41951978,0,https://aws.amazon.com/blogs/developer/client-constructors-now-deprecated/,2018-07-25T19:00:36.150,188936,CC BY-SA 4.0,,https://stackoverflow.com/questions/41951978
90064720,51544101,0,"@guillermochamorro maybe it is because I didn't refresh the gunicorn in the remote machine, and somehow the debug message is kinda outdated (I just found out this, maybe this affects too in my case). Thank you!",2018-07-26T22:50:53.757,10140431,CC BY-SA 4.0,,https://stackoverflow.com/questions/51544101
90210756,47603687,0,"Also, you should probably know that PhantomJS is no longer being developed/maintained. Among other things you are not getting any security updates for an embedded Webkit engine. It may turn out not to be a good idea to host an arbitrarily outdated Webkit-based thing that goes out and connects to 3rd party sites -- especially when/if it encounters ads (malware).",2018-07-31T22:04:29.247,268396,CC BY-SA 4.0,,https://stackoverflow.com/questions/47603687
90380062,51709317,0,"When you compare what you're asking to the URL of the tutorial, do you not think you might be following an outdated tutorial? Try https://docs.zendframework.com/tutorials/ instead",2018-08-06T14:05:58.103,1155833,CC BY-SA 4.0,,https://stackoverflow.com/questions/51709317
90410539,51723922,0,Try to upgrade to NodeJS 8.10. NodeJS 4.3 is being deprecated.,2018-08-07T11:01:45.233,5782500,CC BY-SA 4.0,,https://stackoverflow.com/questions/51723922
90706744,51874779,0,"It is not easy to get started with Kafka. There is very limited documentation and tutorials. The majority of the documentation and tutorials is inadequate and deprecated. I suggest you explorer Kafka with an trial-and-error approach starting with the basic stuff and creating a consumer. I highly suggest you to start with Spring-Kafka, it creates an abstraction-layer for Kafka which makes it easier to get started. Separate your task into three sub-tasks. Consume from multiple topics, connect to Dynamo DB, and push data to Dynamo DB. Create stackoverflow questions as you learn and need help.",2018-08-16T13:03:40.480,2886234,CC BY-SA 4.0,,https://stackoverflow.com/questions/51874779
90726389,51874779,0,"@kkflf BTW, The Apache Kafka documentation (and parts of the Confluent ones) is open-source, if you feel it can be improved. Not sure which parts you think are deprecated",2018-08-17T02:19:08.167,2308683,CC BY-SA 4.0,,https://stackoverflow.com/questions/51874779
90730648,51874779,0,I appreciate the great work done by all the contributors of Kafka. I am referring to the cwiki for Kafka and the limited amount of tutorials around the internet - Not specifically provided by the Kafka team(s). I have not found any deprecated documentation on https://kafka.apache.org/documentation/ - But I think this documentation is inadequate for newcomers. I think the documentation is intermediate level - not well suited for beginners whom try to learn the basic nor the people who want to learn the implementation details of Kafka. Mailing-list + trail-and-error worked best for me.,2018-08-17T06:55:49.827,2886234,CC BY-SA 4.0,,https://stackoverflow.com/questions/51874779
90857895,47022625,1,"@sgdesmet I agree, it looks like a security issue. So I guess we'll have to wait till the fetch API becomes more popular and XMLHTTPRequest becomes deprecated? Seems odd anyway.",2018-08-21T17:22:03.090,1019853,CC BY-SA 4.0,,https://stackoverflow.com/questions/47022625
91242145,51960884,0,"The manual plugin doesn't seem to be deprecated in the last version, could you post the error you are getting when running that command?",2018-09-03T08:50:31.010,1911019,CC BY-SA 4.0,,https://stackoverflow.com/questions/51960884
91597942,52324190,0,I have rails 5.2 and ruby 2.3.5. I had to move to stack cedar-14 which is deprecated because when I would try to deploy to heroku it kept trying to bundle version 2.3.7 even though in my gemfile and gemfile lock it was specified to 2.3.5 which is the last supported ruby version for heroku.,2018-09-14T05:38:26.217,10140583,CC BY-SA 4.0,,https://stackoverflow.com/questions/52324190
91863950,52435807,0,"Yes, not sure why I suggested the deprecated async variant, but the regular client.invoke(FunctionName, InvocationType='Event', Payload) is the best option.",2018-09-22T21:19:47.450,271415,CC BY-SA 4.0,,https://stackoverflow.com/questions/52435807
92144654,52596370,0,"Ah, thanks. Yes I was using s3, which I hadn't realised was deprecated. When I use s3a I don't get this exception. The jars in the spark installation are also 2.7.3.",2018-10-02T09:09:03.170,10442392,CC BY-SA 4.0,,https://stackoverflow.com/questions/52596370
92240441,52651688,0,the exception is for the call ensure_future (actually async because for some reason elastic beanstalk's asyncio version seems to be outdated and doesn't want to update) - and async_main() returns an awaitable - as I said it's an async def.,2018-10-04T20:17:46.690,3296728,CC BY-SA 4.0,,https://stackoverflow.com/questions/52651688
92920454,52999046,0,@aBiscuit Check the versions and only apollo-cache-inmemory was outdated according to npm outdated. The strange thing is because in my local production environment it works and in the remote not at all.,2018-10-26T12:14:44.573,5513466,CC BY-SA 4.0,,https://stackoverflow.com/questions/52999046
