Id	PostId	Score	Text	CreationDate	UserId	link	outdated (manually checked)	description	link outdated	answer outdated	question outdated	already outdated when posted	other reasons	uncertain	partly outdated	totally outdated	is aws-related	related service	keywords	phrases	strucutures	point out deprecated version	provide alternatives	share a link	provide code	others	other notes	link to updated post	for question (1) / for answer (2)
82104699	5495462	0	"this answer is no out of date, see below"	2017-11-30T12:54:56.307	1153938	https://stackoverflow.com/questions/5495462	TRUE			1							yes	ebs					1						
101046371	57273290	0	"OK, so google is happy with your SPF. Is it an actual `SPF`-type record, or is it a `TXT` type (the former is deprecated)? Try checking [here](https://www.kitterman.com/spf/validate.html?). We can't do any diagnostics without knowing the actual domain, but I'd also say that gmail's spam filter is pretty terrible; you will often end up in spam even if you have correct SPF, DKIM & DMARC passes."	2019-07-30T14:36:11.550	333340	https://stackoverflow.com/questions/57273290	FALSE										yes	route 53											1
104797754	22212017	1	"@N.Nonkovic yes, that's true (now). This answer is over 5 years old and was last updated 3 years ago. There is new material I need to add. My prior comment about needing Internet access for NTP sync is also out of date, now, since 169.254.169.123 is now [an AWS-provided NTP server in every VPC](https://aws.amazon.com/blogs/aws/keeping-time-with-amazon-time-sync-service/)."	2019-12-12T02:21:31.270	1695906	https://stackoverflow.com/questions/22212017	TRUE			1							yes	AWS VPC		out of date									
107388625	60695995	0	isn't this outdated using AWSMobileClient and does not work with AWSCognito	2020-03-15T19:54:55.107	2009606	https://stackoverflow.com/questions/60695995	TRUE				1						yes	aws amplify		does not work with									1
66110914	36037124	1	"@MarkusKÌ¦hler: Correct, had the same issue. Their docs on some places say otherwise: http://docs.aws.amazon.com/lambda/latest/dg/setup-awscli.html (probably outdated)"	2016-09-08T13:35:23.837	682114	https://stackoverflow.com/questions/36037124	TRUE							1			yes	lambda	probably outdated	Their docs on some places say otherwise:									2
102070941	57818492	1	"`invokeAsync` has been deprecated. You should always use `invoke` and set the `InvocationType` attribute to either `RequestResponse` or `Event` which will trigger a Lambda function synchronously or asynchronously, respectively."	2019-09-06T10:36:06.177	10950867	https://stackoverflow.com/questions/57818492	TRUE			1							yes	lambda		`...` has been deprecated									
87034397	49973504	0	"@dennis-ec Yeah, I later noticed that as I started a server. The [outdated tutorial](https://www.datacamp.com/community/tutorials/deep-learning-jupyter-aws#comments) that I was following was using the ipython command to check the environment. That's why I was stuck. I'm still wondering if it's possible to use the virtual environments outside"	2018-04-24T18:53:34.673	1639266	https://stackoverflow.com/questions/49973504	FALSE										no				[outdated tutorial](								1
106736985	60333506	0	"Hey David, thank you for the response. My understanding of window is that they are Akka actors. If a sensor is dead, the `sensorId` gets obsolete. So if we don't have a purging strategy for windows, these obsolete actors will be consuming the main memory."	2020-02-21T13:31:28.807	1609570	https://stackoverflow.com/questions/60333506	FALSE										no			the `sensorId` gets obsolete.									
76390855	33522444	0	"Looks like currently `context.done` etc methods are either deprecated or not supported at all. They are not mentioned in the docs; instead they suppose using `callback` which is the third argument to the handler. Its signature is identical to `context.done`, i.e. it accepts `error` as the first argument and `result` as the second one."	2017-06-22T15:43:23.563	2267932	https://stackoverflow.com/questions/33522444	TRUE			1							yes	lambda		are either deprecated or not supported									
59361870	35841395	0	Sorry but I'm little bit confused. My question is what is the optimum way to query the database on the server only when the local database is out of date	2016-03-07T15:57:11.690	4698029	https://stackoverflow.com/questions/35841395	FALSE										yes	dynamo db		the local database is out of date									1
79483992	1390977	0	"A few years later this is a really great example of why ""Questions asking us to recommend or find a book, tool, software library, tutorial or other off-site resource are off-topic for Stack Overflow"" (because the answers invariably become obsolete as time passes)."	2017-09-17T03:10:20.437	147356	https://stackoverflow.com/questions/1390977	TRUE			1							yes	ec2											1
65934539	39299398	0	"Aah yes I am ... as I was alluding to, my app server is responsible for user authentication, so I have my own app-specific username, etc. Sorry one more question - is this the right blog for me to follow / implement the flow I mentioned. I ask because I couldn't locate BFTask and read somewhere that its been deprecated...? Thanks again! http://mobile.awsblog.com/post/Tx1YVAQ4NZKBWF5/Amazon-Cognito-Announcing-Developer-Authenticated-Identities"	2016-09-02T20:30:06.007	5216913	https://stackoverflow.com/questions/39299398	TRUE		0	0	1		0	0	0	1	0		deprecated	I couldn't locate BFTask and read somewhere that its been deprecated		0	0	1	0	0		0	2
34396131	22592128	0	"I'm forced to use RHEL 6.4 on my work, and from my point of view the huge part of packages in this distro is outdated. GCC 4.4 supports less then a half of C++11 features. I guess that Clang from repo is quite old too (3.0?). If it's not a secret, what's the profit from the use of the one? Or maybe you have CentOS 7 beta on-board?"	2014-03-23T15:25:39.650	2361497	https://stackoverflow.com/questions/22592128	TRUE		0	0	1		0	0	1	0	0		"outdated, old"	from my point of view the huge part of packages in this distro is outdated; I guess that Clang from repo is quite old too (3.0?)		1	0	0	0	0		0	1
25389200	17471072	0	I am working with AWS S3 and my S3.php file is not having the function `listObjects`.I tried finding it from [GIT](https://github.com/tpyo/amazon-s3-php-class/blob/master/S3.php) but its missing their too!Can you tell me if its removed or deprecated?If yes whats the alternate.Thanks	2013-07-04T13:42:11.397	1094850	https://stackoverflow.com/questions/17471072	FALSE	ask if a service is outdated in the question	0	1	0		0	1	0	0	1	amazon-s3	"remove, deprecated"	if its removed or deprecated		0	0	1	0	0		0	2
22012770	15536803	0	"hlegius: some sites talk about using authorized_keys2 (although I believe that is now deprecated). I did try putting my id_rsa.pub into server:~/.ssh/authorized_keys, but that doesn't work either. Thanks anyway."	2013-03-21T00:36:28.010	2193077	https://stackoverflow.com/questions/15536803	TRUE		0	0	1		0	1	1	0	1	amazon-ec2	deprecated	although I believe that is now deprecated		1	1	0	0	0		0	1
69625385	27917079	0	"There's also a 'policy generator' on S3 console where you can use this policy as a guide, provide * for principal, * for the keys in the resource ARN, and generate a new policy. That way even if the version is out of date, you'll get a working policy"	2016-12-18T21:54:00.720	49153	https://stackoverflow.com/questions/27917079	FALSE	assume the service is outdated	0	0	0		1	1	1	0	1	amazon-S3	out of date	even if the version is out of date		0	1	0	0	0		0	2
111717597	35061033	0	"as of 2020 get-login is deprecated, use get-login-password instead. https://docs.aws.amazon.com/cli/latest/reference/ecr/get-login.html"	2020-07-30T15:59:35.400	4546901	https://stackoverflow.com/questions/35061033	TRUE		0	1	0		0	0	0	1	1	amazon-ecr	deprecated	is deprecated		1	1	1	0	0		1	2
92124419	32318270	0	"Can also just run `knex migrate:latest` without the node node_modules stuff. But is `prestart` the right place to do this? If there are table conflicts, the server will fail to start. Are you guys using `createTableIfNotExists`? It's said to be deprecated, so not sure how to handle tables that already exist."	2018-10-01T16:01:41.310	1736601	https://stackoverflow.com/questions/32318270	TRUE		0	0	0		1	1	1	0	1	amazon-elastic-beanstalk	deprecated	it's said to be deprecated		1	0	0	0	0	suggest a possible deprecated solution	0	2
68890764	40836783	0	"So, the entire AWSLambdaAsyncClient is deprecated? The Javadoc for AWSLambdaClient says that all service calls will block..."	2016-11-28T03:35:27.660	4426091	https://stackoverflow.com/questions/40836783	TRUE	ask if a service is outdated	0	0	1		0	1	0	1	1	"amazon-lambda, amazon-sdk"	deprecated	is deprecated		1	0	0	0	0		0	2
65444997	38992170	0	"I am using ""s3.amazonaws.com"". I believe that this is outdated because it is said ""Amazon S3 buckets in all Regions provide read-after-write consistency"" without no additional information."	2016-08-19T20:58:03.037	587734	https://stackoverflow.com/questions/38992170	TRUE	believe this is outdated	0	0	1		0	0	0	1	1	"amazon-s3, aws-lambda, aws-sdk, amazon-javascript-sdk"	outdated	believe that this is outdated		1	0	0	0	0		0	1
77642734	33485737	2	"The ""each connection has an overhead of ~10MB"" comment is very outdated. Looks like it was reduced to around 1MB around July 2011 for MongoDB 2.0"	2017-07-27T02:46:36.977	108359	https://stackoverflow.com/questions/33485737	TRUE		0	1	0		0	0	0	1	1	amazon-ec2	outdated	very outdated		1	0	0	0	1	point out the latest version	0	2
59360092	31226593	2	"@HaveAGuess thanks. I don't have time to do a lot of research on this, so I just updated my answer saying that what I have posted does work, but not that ebextensions is outdated. It's all I have time for right now."	2016-03-07T15:18:23.900	3757322	https://stackoverflow.com/questions/31226593	TRUE	suggest a service is outdated but not mentioned in answer	0	1	0		0	0	0	1	1	amazon-elastic-beanstalk	outdated			1	0	0	0	0	another word for outdated: no longer relevent/deprecation	0	2
110459613	62458133	0	Your version of boto3 is too out of date. Upgrade to the latest version.	2020-06-18T19:45:45.997	1032785	https://stackoverflow.com/questions/62458133	TRUE		0	0	1		0	0	0	1	1	aws-glue	out of date	too out of date		1	1	0	0	0		0	1
101646390	38313021	0	"s3n is still in used and it is not deprecated, please refer this link https://github.com/databricks/spark-redshift#authenticating-to-s3-and-redshift."	2019-08-21T15:05:13.083	6248616	https://stackoverflow.com/questions/38313021	FALSE	not deprecated	0	0	0		0	0	0	0	1	amazon-redshift	not deprecated	still in use and it is not deprecated		0	0	1	0	0		1	2
84987374	48990710	0	The solution provide in the posible duplicate is that it's outdated when you run the script it tells you to use AWS4-HMAC-SHA256 as authorization mechanism	2018-02-26T14:58:57.643	2752065	https://stackoverflow.com/questions/48990710	TRUE	solution provided in the duplicate question is outdated	0	1	0		1	0	0	1	1	amazon-s3	outdated	it is outdated		1	0	0	0	0		0	1
105299296	59562704	0	"`t2` are already deprecated, use `t3` instead, better resources for a cheaper price"	2020-01-02T15:19:46.450	4093955	https://stackoverflow.com/questions/59562704	TRUE		0	0	1		0	0	0	1	1	amazon-ec2	deprecated	are already deprecated		1	1	0	0	0		0	1
6402036	757117	0	This information is a bit outdated now anyway.	2011-04-11T09:41:06.577	5409	https://stackoverflow.com/questions/757117	TRUE		0	1	0		0	0	1	0	1	amazon-ec2	outdated	a bit outdated		1	0	0	0	0		0	2
89287333	50518832	3	The **Windows Server 2016 with Containers AMI** come with an extremely outdated version of `docker`. As soon as you install the latest version the `docker daemon` refuses to start as it doesn't have hyper-v enabled. Has anyone got a solution for that?	2018-07-03T10:13:50.940	1769485	https://stackoverflow.com/questions/50518832	TRUE		0	1	0		0	0	0	1	1	aws 	outdated	extremely outdated		1	0	0	0	0		0	2
106889312	60401206	0	"@dk14 That is false, since `2.4.0` **Spark** supports **Scala** `2.12` and since `2.4.2` it is the recommended version with `2.11` marked as deprecated. However, even if that was more than a year ago, most vendors like **AWS EMR** haven't updated yet."	2020-02-26T21:00:09.760	4111404	https://stackoverflow.com/questions/60401206	TRUE	a service not directly related with the question is suggested as deprecated	0	0	1		0	0	1	0	1	amazon-emr	deprecated	marked as deprecated		1	0	0	0	0		0	1
57537226	34900057	0	"I have no experience with AWS, so this is just a guess. But the server is complainging that your client doesn't support `AWS4-HMAC-SHA256`, which is an amazon variation of a common part in encryption algorithms. Either your client doesn't support it (maybe it is outdated), or it is configured wrong."	2016-01-20T12:49:46.447	212107	https://stackoverflow.com/questions/34900057	TRUE		0	0	1		0	1	1	0	1	amazon-s3	outdated	maybe it is outdated		1	0	0	0	0		0	1
101752758	27765049	0	"Answer is correct see Docs for set statement_timeout https://docs.aws.amazon.com/redshift/latest/dg/r_statement_timeout.html Note that `max_execution_time` is deprecated, it says use `query_execution_time`. It also says that neither of those include planning, queuing wait time, only execution time. The `statement_timeout` is the only one that does include the queue wait time. I don't see it as feasible to run (for 5 mins) `SET statement_timeout TO 300000` for every user session but if you query the `stv_recents` view you'll see that's exactly what the AWS system user rdsdb does."	2019-08-26T02:40:23.547	1335793	https://stackoverflow.com/questions/27765049	TRUE		0	1	0		0	0	0	1	1	amazon-redshift	deprecated			1	1	1	1	0	also point out that the answer is correct	1	2
51996465	31493443	0	SPARK_CLASSPATH is deprecated in Spark 1.0+. I used paramater --jars executing spark-submit script and this helped me ;)	2015-08-17T10:47:58.693	2743132	https://stackoverflow.com/questions/31493443	TRUE		0	0	0		1	0	1	0	1	amazon-ec2	deprecated			1	1	0	0	0	earlier comment is outdated	0	1
105135475	59473251	0	"The `pdf` source looks helpful. But by looking at the date created of that document, it looks like it is outdated `October 2013`. Does it still work or is there any new version that I can look at?"	2019-12-25T14:25:32.213	4626254	https://stackoverflow.com/questions/59473251	TRUE		1	1	0		0	1	1	0	1	"amazon-iam, aws-userpools"	outdated	look like it is outdated		1	0	0	0	0	raise a concern that the solution provided in the answer maybe too outdated	0	2
73823930	43380913	0	That GoDaddy documentation for creating an A record is outdated. I can't find the equivalent panel in the new UI. :(	2017-04-12T22:57:01.583	7127000	https://stackoverflow.com/questions/43380913	TRUE		1	1	0		0	0	0	1	1		outdated			1	0	0	0	0		0	2
108517277	61341659	0	**Side-comment:** `boto` is now outdated. It is recommended that you use [boto3](https://boto3.amazonaws.com/v1/documentation/api/latest/index.html).	2020-04-21T11:16:30.473	174777	https://stackoverflow.com/questions/61341659	TRUE		0	0	1		0	0	0	1	1	amazon-s3	outdated	now outdated		1	1	1	0	0		1	1
112679866	22210077	0	I want to apply this solution to my app but request module is deprecated I want to migrate the code using axios is ther anyone could help me?	2020-09-03T10:00:17.157	9043355	https://stackoverflow.com/questions/22210077	TRUE		0	1	0		0	0	0	1	1	amazon-s3	deprecated			1	0	0	0	0		0	2
62100596	26889083	1	"At the moment, CollectionFS is deprecated. Another solution has to be used."	2016-05-17T23:30:10.913	100272	https://stackoverflow.com/questions/26889083	TRUE		1	1	0		0	0	0	1	1	amazon-s3	deprecated			1	0	0	0	1	"suggest using another solution, but not mention which solution"	0	2
36544586	12844187	10	This answer appears to be obsolete now. @SamuelJack's answer of looking at the log file at this path worked for me: /var/log/cfn-init.log	2014-05-20T17:17:24.457	1325237	https://stackoverflow.com/questions/12844187	TRUE		0	1	0		0	0	0	1	1	amazon-elastic-beanstalk	obsolete	appear to be obsolete		1	1	0	1	1	"suggest another answer works, but this answer is the suggested one"	0	2
106291696	60063922	1	"First thing I would say is that ENABLE_S3_SIGV4_SYSTEM_PROPERTY appears to be deprecated, so new code should not be written to use it. You'd have to try this to see what impact it has on the S3 pre-signed URL function."	2020-02-06T15:29:19.313	271415	https://stackoverflow.com/questions/60063922	TRUE		0	0	1		0	1	1	0	1	amazon-s3	deprecated	appear to be obsolete		1	1	0	0	0		0	2
83608853	48311411	0	@FrankerZ [`util.error()`](https://nodejs.org/api/util.html#util_util_error_strings) is just a deprecated call equivalent to `console.error()`.	2018-01-17T23:12:08.650	1541563	https://stackoverflow.com/questions/48311411	TRUE		0	1	0		1	1	0	1	1		deprecated	just a deprecated call		1	1	0	1	1	not sure which one is deprecated	0	1
83941728	48471883	0	"I followed it. It‰Ûªs a bit outdated. After following it I can‰Ûªt find the load balancing IP address. I add the task, cluster, service and I‰Ûªm not sure what to do next."	2018-01-27T08:45:30.067	2135210	https://stackoverflow.com/questions/48471883	TRUE		1	0	0		1	0	1	0	1	"amazon-ec2, amazon-ecs"	outdated	a bit outdated		1	0	0	0	1	suggest the earlier comment is outdated	0	1
60243291	25669766	0	"I'm not working with that app anymore. At that time, the latest version of S3 library was v3. I know that v4 was released and v3 was deprecated and stopped working, so I don't know if it will help you."	2016-03-30T13:16:43.760	2978520	https://stackoverflow.com/questions/25669766	TRUE		0	0	1		1	0	0	1	1	amazon-s3	deprecated	deprecated and stop working		1	1	0	0	1	point out the solution provided in an earlier comment is outdated	0	1
86523016	49752032	0	"My experience with Kafka is a couple of versions out of date so I'm not putting this as an answer. At the time I was using it, general consensus was that cross-region latency would be excessive (indeed, a lot of people considered cross-AZ latency unacceptable, but I didn't see any problems with a 5-node cluster). So to implement a fallback you could feed from one cluster to another."	2018-04-10T12:53:42.433	42126	https://stackoverflow.com/questions/49752032	FALSE	Kafka (outdated) is not related to aws	0	0	0	1	1	0	0	0	0		out of date	out of date		0	0	0	0	0	No answer	0	1
38854510	16444306	3	"Answers below seem outdated. Use the ""check_implicit_admin"" flag which was added to mysql_user in Ansible 1.3. Setting that to true when setting the password does the trick for me."	2014-07-28T08:58:31.357	273826	https://stackoverflow.com/questions/16444306	FALSE	something about mysql_user is outdated	0	1	0	1	1	0	0	1	0		outdated	seem outdated		1	1	0	0	0		0	2
66005416	39310433	0	"I ran into way too many problems (eg. `CFURLCreateStringByAddingPercentEscapes ` is deprecated, when i call your `httpBodyForParamsDictionary ` method i doesnt work becasue i am trying to encode the URL differently and its a NSSting, `[urlRequest setHTTPBody:` expects a NSdata type and the `percentEscapeString ` retunrs a NSString, etc) inevitably i am just going to correct the URL in the PHP script. Also thanks for the advice and help!"	2016-09-05T20:14:16.500	6042879	https://stackoverflow.com/questions/39310433	FALSE	CFURLCreateStringByAddingPercentEscapes is deprecated	0	0	0	1	1	0	0	1	0	amazon-s3	deprecated	is deprecated		1	1	0	0	0	"More specifically, it's the solution in the comment that outdated"	0	1
100049287	46436392	0	"@Brannon - the cloud is moving very fast. A question that is 18 months old is out of date (usually). Creating a new question is a good idea as documentation changes and features come and go. Plus, few will see this comment, but many will see a new question."	2019-06-25T00:04:13.847	8016720	https://stackoverflow.com/questions/46436392	FALSE	""" the cloud is moving very fast. A question that is 18 months old is out of date (usually)"""	0	1	0	0	1	1	0	0	0	amazon-route53	out of date	is out of date		1	0	0	0	1	"Suggesting create a new post, because ""the cloud is changing very fast"""	0	2
62996000	37747840	0	That blog article is for an obsolete version of puppet. You should use the latest documentation for the module at its github page: https://github.com/puppetlabs/puppetlabs-aws	2016-06-11T12:24:58.410	5343387	https://stackoverflow.com/questions/37747840	TRUE	That blog article provided before is for an obsolete version of puppet	1	0	0	1	0	1	0	1	1	puppetlabs-aws	obsolete	an obsolete version		1	0	1	0	0	Not sure if outdated puppet should be outdated for our task	0	1
97509151	55394283	2	"That's exactly what where I am right now. While this is certainly possible, it's just not the standard way of handling dependencies in the maven world. It really should be in the repo; having an old, outdated version in the repo and not mentioning anything about maven in the documentation is just lazy IMO."	2019-03-28T09:42:51.590	1047469	https://stackoverflow.com/questions/55394283	FALSE	Maven repo is outdated	0	0	0	0	1	1	0	0	0	amazon-athena	outdated	"old, outdated version"		1	0	0	0		It seems like a complaint	0	2
45658540	28657918	0	The version 1 of the AWS Mobile SDK is deprecated. You should consider upgrading to the [version 2](http://aws.amazon.com/mobile/sdk/).	2015-02-23T20:32:52.717	1721492	https://stackoverflow.com/questions/28657918	TRUE	AWS Mobile SDK is deprecated	0	0	0	1			0	1	1	AWS Mobile SDK	deprecated	is deprecated		1	1	1	0			0	1
82631633	47818985	1	After invalidating with the wildcard `/**` reload your page with CTRL+F5 which is a hard reload. Does it still show outdated data?	2017-12-15T14:25:43.947	4278870	https://stackoverflow.com/questions/47818985	FALSE	"It left a question: ""Does it still show outdated data?"""	0	0	0	0	0	0	0	0	0		outdated	outdated data		0	0	0	0	1	"It left a question: ""Does it still show outdated data?"""	0	1
80083194	31311171	0	"`context.succeed` and `context.fail` are deprecated in Node versions greater than v0.10.42 in Lambda. You should now just use `callback(error, result)`. Source: [AWS Lambda docs](http://docs.aws.amazon.com/lambda/latest/dg/nodejs-prog-model-using-old-runtime.html#nodejs-prog-model-oldruntime-context-methods)"	2017-10-04T12:27:40.350	1554860	https://stackoverflow.com/questions/31311171	TRUE	context.succeed and context.fail are deprecated in Node versions greater than v0.10.42 in Lambda.	0	0	0	1				1	1	AWS Lambda	deprecated	are deprecated		1	1	1	0			0	1
40825389	26040485	1	"Sure Bob!just think about all the reading I've to do about Cognito,IAM,Roles and STS(and more). Most of the stuff aren't clearly explained, examples don't work, the articles are too simplistic for a real-world use and there is also some outdated article. I should understand a really big architecture but what I want is just a bucket accessible from an Android app. I've been using AWS Services from the beginning and loved it but now (as a freelancer) I can't spend 3 days reading all the stuff I need to understand an operation that should be [almost] straightforward."	2014-09-26T12:00:26.110	1254671	https://stackoverflow.com/questions/26040485	FALSE	outdated article	0	0	0	0	0		0	0			outdated	outdated article		0	0	0	0			0	
95102631	13685835	0	This is outdated	2019-01-10T19:22:12.827	717267	https://stackoverflow.com/questions/13685835	TRUE		1	1	0	1				1	1	amazon-s3	outdated	This is outdated		1	0	0	0			0	2
74415745	43681991	0	"and you are right, looks like `key_file` is deprecated now."	2017-04-28T16:26:06.390	6524890	https://stackoverflow.com/questions/43681991	TRUE		0	1	0	0				1	1	amazon-ec2	deprecated	is not working anymore with the current		1	0	0				0	2
34053592	2734998	0	This solution is outdated. There are no plugins support CodeIgniter.	2014-03-14T07:18:54.667	419500	https://stackoverflow.com/questions/2734998	FALSE		0	1		1				1	0		outdated	is outdated		1	0						1
93979016	53553622	0	@varnit RFC 2616 has been obsoleted by RFC 7230 :-)	2018-11-30T11:42:50.797	4604579	https://stackoverflow.com/questions/53553622	TRUE		0	1	0	1				1	1	amazon-elasticsearch	obsoleted			1	1	0	0			0	1
65069131	38848549	0	"According to this, bulk insert is not supported, although your error messages implies its just security, and this might be out of date. http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_SQLServer.html I'm curious about `select current-user` - that's not sql I am familiar with"	2016-08-09T13:46:02.907	1690193	https://stackoverflow.com/questions/38848549	TRUE		0	0	1	1			0	1	1	amazon-rds	out of date	might be out of date		1	0	1	0			0	1
65330568	38986651	0	"It is not outdated per se because it is still valid for IAM authentication, which we are using, and IAM authentication is still used for social logins (Facebook etc.)"	2016-08-17T06:08:41.573	495796	https://stackoverflow.com/questions/38986651	FALSE		0	0	0	0	0	0	0	0	0		outdated	not outdated		0	0	0	0			0	2
31528860	20983127	0	I found the issue. My CLIs were outdated.	2014-01-07T22:42:08.630	2836412	https://stackoverflow.com/questions/20983127	TRUE		0	0	1	1			0	1	1	aws cli	outdated			1	0	0	0			0	1
85522960	46145794	0	"@JustinHelgerson Possibly my answer is now obsolete and the approach you've linked to is superior, but I can't tell just by looking, and since I no longer work with a .NET stack I don't fancy burning the hours that are probably needed to figure it all out. But thanks for the link nonetheless; hopefully somebody will try out the new documented solution and either post their own answer describing it or offer up a comment explaining why it doesn't work."	2018-03-13T15:21:30.660	1709587	https://stackoverflow.com/questions/46145794	TRUE		0	1	0	0		1		1	1	amazon-elastic-beanstalk	obsolete	is now obsolete		1	0	0	0			0	2
19089647	13863702	0	"You could instead use the riak-admin reip command (http://docs.basho.com/riak/latest/references/Command-Line-Tools---riak-admin/#reip), although this may be about to be deprecated."	2012-12-13T16:12:49.460	1670037	https://stackoverflow.com/questions/13863702	TRUE		0	1	0	0	0	1	1	0	1	amazon-ec2	deprecated	about to be deprecated		1	1	1	0			0	2
111849266	63247775	1	I did not need to do this. My Browser was outdated and the HTML5 audio did not support that version. I updated the browser and it works perfectly fine. But thank you for this solution as well. I will look into this as well and try to explore it more. Might come handy in future. Thanks	2020-08-04T17:45:47.330	13299635	https://stackoverflow.com/questions/63247775	FALSE		0	0	0	0	0	0	0	0	0		outdated			1	0	0	0		Browser is outdated	0	1
51500126	27928360	1	"I have never gone through that issue. Changing the SSL factory targets the case in where you are using HttpUrlConnection to connect to your server - the factory will create HttpUrlConnection objects that will not used the obsolete SSLLv3 protocol. However, I don't know if that will work for a webview. I don't know which HTTP client does the webview use under the hood."	2015-08-03T11:09:51.863	789110	https://stackoverflow.com/questions/27928360	TRUE		0	1	0	0	0	0	1	0	1	amazon-web-services	old version			1	0	0	0			0	2
105339151	59575949	0	FYI: CloudFormer is somewhat outdated. It hasn't been updated for a long time.	2020-01-03T23:09:05.800	174777	https://stackoverflow.com/questions/59575949	TRUE		0	0	1	1	0	0	0	1	1	amazon-cloudformation	outdated			1	0	0	0			0	1
54997760	33611380	1	"The official ""Getting Started"" guide gave information on how to set up in VS2005. I thought it was a typing mistake - but no... it is really that out of date."	2015-11-09T14:52:42.850	1778482	https://stackoverflow.com/questions/33611380	TRUE		0	1	0	0	0	0	0	1	1	"""Getting Started"" guide"	out of date			1	0	0	0			0	2
106032356	59919041	0	Your client creation looks correct to me; the only thing I could think of is that you have an outdated version of boto3 -- worth checking. Good luck.	2020-01-28T20:41:47.777	11223183	https://stackoverflow.com/questions/59919041	TRUE		0	0	1	1	0	0	0	1	1	boto3	outdated	outdated version		1	0	0	0			0	1
35386975	23120203	0	"I'm fairly certain that's my issue, I've had trouble finding good example bucket policies since the first three Google links for [""Amazon S3 Bucket Policy""](https://www.google.com/search?q=amazon+bucket+policy&oq=amazon) on Amazon are deprecated."	2014-04-17T20:52:16.087	2622969	https://stackoverflow.com/questions/23120203	FALSE		0	0	0	0	0	0	0	0	0		deprecated			1	0	0	0		google search result is outdated	0	1
105166429	59496377	0	"Since this solution is deprecated in java, I am still looking for a correction in the solution presented in the question?"	2019-12-27T05:42:00.010	10840020	https://stackoverflow.com/questions/59496377	TRUE		0	1	0	1			0	1	1	amazon-s3	deprecated			1	0	0	0			0	2
87549698	45961625	0	TransferManager and MultipleFileUpload are deprecated in java	2018-05-10T05:14:10.730	8874958	https://stackoverflow.com/questions/45961625	TRUE		0	1	0	0	0	0	0	1	1	amazon-web-services	deprecated			1	0	0	0			0	2
108846111	58184592	1	they're the ones in the documentation I linked to. copying them here only ensures that stack overflow posts end up full of out of date facts	2020-04-30T20:43:04.023	2261274	https://stackoverflow.com/questions/58184592	FALSE		0	0	0	0	0	0	0	0						0	0	0	0			0	1
58837563	35574645	0	"Just to add a comment the same as @LDJ but phrased slightly different: both the AWS Console UI and the AWS API access the underlying services, which are mostly (all?) exposed as REST endpoints. So it is possible that (for instance) an outdated API toolkit might not be able to do something that the console could do. But the limitation is what is available from the endpoints"	2016-02-23T10:51:32.193	1153938	https://stackoverflow.com/questions/35574645	FALSE		0	0	0	0	0	0	0	0						0	0	0	0			0	1
110175732	62294868	0	thanks. i believe the new SDK has deprecated all these classes. i get class not found. error: package software.amazon.awscdk.services.ssm does not exist	2020-06-10T04:15:34.720	13488243	https://stackoverflow.com/questions/62294868	TRUE		0	1	0	1	0	0	0	1	1	amazon-web-services	deprecated			1	0	0	0			0	2
94677086	53909393	0	@Dunedan - Using the etag header for md5 is not reliable today. That answer is outdated.	2018-12-24T19:35:28.763	8016720	https://stackoverflow.com/questions/53909393	TRUE		0	1	0	1	0	0	0	1	1	amazon-s3	outdated			1	1	0	0			0	2
107340478	59486643	0	"out of date because it has been replaced by `--acl` as per the help page ( accepts values of private, public-read, public-read-write, authenticated-read, aws-exec-read, bucket-owner-read, bucket-owner-full-control and log-delivery-write). Thanks for putting me on the right track"	2020-03-13T12:34:36.713	5832767	https://stackoverflow.com/questions/59486643	TRUE		0	1	0	0	0	0	0	1	1	amazon-s3	out of date			1	1	0	0			0	2
68301199	40530478	0	"1. It's an old blog post and even has a warning at the top that says it might be outdated, so don't take his advice on using the IAM service via the AWS CLI. That's just the old method that you had to use before the ACM service became available. 2. He is telling you ""paste the output from the following commands"" into some files, and that is also exactly what you need to paste into the AWS ACM web console. 3. If you look at the certificate chain command, he is actually chaining two commands together to create the certificate chain from those two files."	2016-11-10T14:59:34.957	13070	https://stackoverflow.com/questions/40530478	TRUE		0	1	0	1	0	1	0	1	1	amazon-elb	outdated			1	1	0	0			0	2
22313428	15710553	0	"Are you using the 2.0 line? send_email() is from the old 1.0 library, which has been deprecated. See http://docs.aws.amazon.com/aws-sdk-php-2/latest/class-Aws.Ses.SesClient.html"	2013-03-29T20:21:02.150	389012	https://stackoverflow.com/questions/15710553	TRUE		0	1	0	1	0	0	0	1	1	amazon-ses	deprecated			1	0	1	0			0	2
