Id,PostId,Score,Text,CreationDate,UserId,ContentLicense,of_answer,cnt_keywords,subject,punctuation,negative_statement,sentence,subj_irrel,include_irrel,Id_que,CreationDate_que,Score_que,ViewCount,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,ClosedDate,FavoriteCount,CommunityOwnedDate
58668970,35468996,0,"Also, you never answered my question regarding putting CloudFront in front of your EC2 server. Unless I'm missing it, I don't see that step in the tutorial you linked. I also wouldn't recommend using a tutorial that is two years old, things change quickly in cloud computing services and that sort of information can get outdated very quickly.",2016-02-18T17:04:18.270,13070,CC BY-SA 3.0,False,1,,.,1,"I also wouldn't recommend using a tutorial that is two years old, things change quickly in cloud computing services and that sort of information can get outdated very quickly.",False,False,35468996.0,2016-02-17T22:25:07.253,2.0,1969.0,2020-06-20T09:12:55.060,2016-02-26T19:26:59.140,Installing SSL cert on Amazon EC2 ELB,<ssl><amazon-ec2><https><ssl-certificate><amazon-elb>,1.0,10.0,,,
58837563,35574645,0,"Just to add a comment the same as @LDJ but phrased slightly different:  both the AWS Console UI and the AWS API access the underlying services, which are mostly (all?) exposed as REST endpoints.  So it is possible that (for instance) an outdated API toolkit might not be able to do something that the console could do.  But the limitation is what is available from the endpoints",2016-02-23T10:51:32.193,1153938,CC BY-SA 3.0,False,1,, ,1,an outdated API toolkit might not be able to do something that the console could do.  ,False,False,35574645.0,2016-02-23T10:15:37.490,0.0,50.0,,2016-02-23T12:34:38.297,AWS - Is there anything the API can't do ?,<amazon-web-services><aws-sdk><aws-cli>,1.0,5.0,,,
58967195,35642848,0,You should know cross-posting is strongly discouraged. Be thankful none of these posts have been downvoted or closed.,2016-02-26T03:51:40.943,2072269,CC BY-SA 3.0,False,1,,.,0,You should know cross-posting is strongly discouraged.,False,False,35642848.0,2016-02-26T03:23:55.253,0.0,316.0,2016-02-26T04:15:45.813,2016-02-26T04:15:45.813,Why can't I upload .htaccess file using terminal?,<apache><.htaccess><amazon-web-services><amazon-ec2><ssi>,1.0,10.0,,,
58988391,29166595,1,"Note: As of Fire OS 5, the previously available Fire TV SDK add-on is deprecated. None of the components of the add-on are required to develop apps for Fire TV. Use the Android API 22 (Lollipop) features, the Android v17 Leanback Library and the the Amazon Mobile Apps SDK for your apps. This content is provided for legacy reference purposes only.",2016-02-26T14:18:45.273,581567,CC BY-SA 3.0,False,1,,.,0,"Note: As of Fire OS 5, the previously available Fire TV SDK add-on is deprecated.",False,False,29166595.0,2015-03-20T12:32:39.287,4.0,596.0,2020-06-20T09:12:55.060,2015-03-20T15:52:11.893,"Target Fire TV, Android and Android TV using Gradle",<android><build><gradle><android-tv><amazon-fire-tv>,0.0,5.0,,2.0,
59136565,31461474,0,Are you using an outdated version of the AWS SDK?,2016-03-01T18:47:17.130,1428388,CC BY-SA 3.0,False,1,,?,0,Are you using an outdated version of the AWS SDK?,False,False,31461474.0,2015-07-16T18:06:10.030,0.0,127.0,,2015-07-16T18:06:10.030,Amazon SES generating HMCASHA256 signature,<amazon-web-services>,0.0,2.0,,,
59361870,35841395,0,Sorry but I'm little bit confused. My question is what is the optimum way to query the database on the server only when the local database is out of date,2016-03-07T15:57:11.690,4698029,CC BY-SA 3.0,False,1,,outdated,0,My question is what is the optimum way to query the database on the server only when the local database is outdated,False,True,35841395.0,2016-03-07T10:31:30.447,4.0,985.0,,2016-12-22T03:34:43.757,Saving data from DynamoDB locally on Android,<android><amazon-web-services><amazon-dynamodb>,2.0,4.0,,1.0,
59637866,35992215,0,"Okay, good point. But still i would not be able to serve the media from gridfs because both nginx-gridfs and mod_gridfs are outdated",2016-03-14T16:15:27.777,5161107,CC BY-SA 3.0,False,1,,outdated,1,But still i would not be able to serve the media from gridfs because both nginx-gridfs and mod_gridfs are outdated,False,False,35992215.0,2016-03-14T15:54:52.467,2.0,586.0,,2016-06-29T12:45:27.250,How to externalize Django's Media Data and Serve it to the Frontend,<django><amazon-s3><scalability><gridfs><django-media>,1.0,3.0,,1.0,
60243291,25669766,0,"I'm not working with that app anymore. At that time, the latest version of S3 library was v3. I know that v4 was released and v3 was deprecated and stopped working, so I don't know if it will help you.",2016-03-30T13:16:43.760,2978520,CC BY-SA 3.0,False,1,,.,1,"I know that v4 was released and v3 was deprecated and stopped working, so I don't know if it will help you.",False,False,25669766.0,2014-09-04T15:47:23.050,3.0,1275.0,2014-09-04T16:55:28.733,2016-03-30T13:16:52.430,Uploading a video to S3 AWS from Android app results in a 0Kb file,<android><video><file-upload><amazon-web-services><amazon-s3>,1.0,6.0,,,
60572207,36475234,0,"yeah aws core includes gson internally initially i didn't had that, it was not working then only i added that one. Now i am using TransferManager it is working fine, The only problem is it is deprecated.",2016-04-07T15:49:59.373,3788166,CC BY-SA 3.0,False,1,,.,0,"Now i am using TransferManager it is working fine, The only problem is it is deprecated.",False,False,36475234.0,2016-04-07T11:45:42.243,3.0,633.0,,2018-12-10T12:09:05.837,java.lang.NoClassDefFoundError: com.google.gson.stream.JsonReader error on Pre-Lollipop in android while uploading image with Amazon S3,<java><android><amazon-web-services><amazon-s3><gson>,1.0,11.0,,,
60576513,36475234,0,now i am using TransferManager which is deprecated. The idea is to use it in production is it a good idea?,2016-04-07T17:44:55.093,3788166,CC BY-SA 3.0,False,1,,.,0,now i am using TransferManager which is deprecated.,False,False,36475234.0,2016-04-07T11:45:42.243,3.0,633.0,,2018-12-10T12:09:05.837,java.lang.NoClassDefFoundError: com.google.gson.stream.JsonReader error on Pre-Lollipop in android while uploading image with Amazon S3,<java><android><amazon-web-services><amazon-s3><gson>,1.0,11.0,,,
60588251,36489536,0,"@Chris, I must have been looking at outdated information. How are you doing it?",2016-04-08T00:59:08.673,1446289,CC BY-SA 3.0,False,1,,.,0,"@Chris, I must have been looking at outdated information.",False,False,36489536.0,2016-04-08T00:31:50.210,0.0,83.0,2016-04-08T00:42:25.593,2016-04-08T05:06:07.133,What is the best way to move data from AWS Ubuntu Server to an Amazon S3 bucket?,<linux><shell><amazon-web-services><amazon-s3><ubuntu-server>,2.0,8.0,2016-04-08T11:00:45.203,,
60681282,36538720,0,I just read something that said read_dotenv is being deprecated and being replaced with load_dotenv. Can I make this change?,2016-04-11T03:54:35.410,6186005,CC BY-SA 3.0,False,1,,.,0,I just read something that said read_dotenv is being deprecated and being replaced with load_dotenv.,False,False,,,,,,,,,,,,,
60696908,1764988,0,"S3 endpoint services introduce in 11 MAY 2015, which allow user to do this.   Render this question obsolete/outdated.",2016-04-11T12:03:14.437,6017840,CC BY-SA 3.0,False,1,,.,0,Render this question obsolete/outdated.,False,False,1764988.0,2009-11-19T17:14:47.203,5.0,8421.0,2010-05-19T17:30:04.240,2019-04-10T11:35:35.487,Amazon S3 over VPN,<amazon-s3><amazon-ec2><amazon-web-services><vpn>,4.0,1.0,,1.0,
60795678,36594364,1,"Questions that start with ""is there a tool..."" are generally considered off-topic, since they answers may become obsolete and the questions tend to attract answers that are opinionated or thinly-veiled product promotion, or outright spam.",2016-04-13T13:07:11.757,1695906,CC BY-SA 3.0,False,1,they,.,0,""" are generally considered off-topic, since they answers may become obsolete and the questions tend to attract answers that are opinionated or thinly-veiled product promotion, or outright spam.",False,False,36594364.0,2016-04-13T09:36:48.613,0.0,30.0,2016-04-13T14:46:24.553,2016-04-13T14:46:24.553,Tool for dynamic documentation of AWS architecture with service details,<amazon-web-services><amazon-ec2>,0.0,2.0,,,
61233177,36830462,1,"And, you could make the 301 targets shorter, still, by naming the bucket after a hostname, and pointing the hostname to the bucket's web site endpoint. But there's a fundamental problem with storing signed URLs for very long... in Sig V4 they expire after 7 days max. Sig V2 doesn't have that limit, but rotating your keys will still invalidate all the pre-signed URLs created with the obsoleted key.",2016-04-25T02:18:00.800,1695906,CC BY-SA 3.0,False,1,,.,1,"Sig V2 doesn't have that limit, but rotating your keys will still invalidate all the pre-signed URLs created with the obsoleted key.",False,False,36830462.0,2016-04-25T00:28:04.360,2.0,5188.0,2016-04-25T01:20:49.360,2016-05-09T09:34:59.633,Shorten S3 signed url,<url><amazon-web-services><amazon-s3>,1.0,7.0,,1.0,
61953728,35999472,0,"I left cfs (and it is deprecated now), as there is a architecture bug for that. Most user - as in my case - run into that problem, if they are using a different mongoDB (which should be used on productive). That's why everything is working locally, but not on the productive server.",2016-05-13T13:28:00.370,3142695,CC BY-SA 3.0,False,1,,.,0,"I left cfs (and it is deprecated now), as there is a architecture bug for that.",False,False,35999472.0,2016-03-14T22:41:19.483,3.0,100.0,2016-03-14T22:50:29.250,2016-03-14T22:50:29.250,Meteor CollectionFS: Using multiple stores for same collection leads to error,<javascript><meteor><amazon-s3><graphicsmagick><collectionfs>,0.0,2.0,,,
61957187,37212385,0,"Please upgrade Django. 1.2.5 is extremely out of date, there have been many security fixes since then.",2016-05-13T14:41:16.270,113962,CC BY-SA 3.0,False,1,1.2.5,.,0,"1.2.5 is extremely outdated, there have been many security fixes since then.",False,False,37212385.0,2016-05-13T14:17:04.383,1.0,88.0,,2017-01-02T00:53:05.560,S3 storage of static files using staticfiles app in Django 1.2.5 possible?,<python><django><amazon-s3><django-staticfiles>,1.0,3.0,,,
62155938,37273062,0,Thanks @quiver! The reason was that my `boto3` version was outdated. The timestamp that I passed was valid. Feel free to edit your answer and I will accept it.,2016-05-19T08:42:09.250,1738154,CC BY-SA 3.0,False,1,,.,0,The reason was that my `boto3` version was outdated.,False,False,37273062.0,2016-05-17T10:06:21.830,1.0,1647.0,2017-01-25T22:54:48.400,2017-01-25T22:54:48.400,Boto3 read from Kinesis stream at timestamp,<python><boto3><amazon-kinesis>,1.0,3.0,,,
62656096,37502807,0,"The old CLI you're referring to is VERY old and is in fact deprecated so you definitely want to stop using it. The certificates it used are not how you connect with the CLI any more.
You need to now use an access key and secret access key, which you can get for your account in the console - see http://docs.aws.amazon.com/cli/latest/userguide/cli-chap-getting-set-up.html#cli-signup. Then run `aws configure` to set them for the CLI.",2016-06-02T07:23:18.870,5029424,CC BY-SA 3.0,False,1,,.,0,The old CLI you're referring to is VERY old and is in fact deprecated so you definitely want to stop using it.,False,False,37502807.0,2016-05-28T19:01:16.223,0.0,162.0,2017-05-23T12:00:47.507,2016-08-18T07:13:33.470,How can I start an instance from the new EC2 CLI?,<amazon-ec2><ec2-api-tools>,2.0,9.0,,,
62996000,37747840,0,That blog article is for an obsolete version of puppet. You should use the latest documentation for the module at its github page: https://github.com/puppetlabs/puppetlabs-aws,2016-06-11T12:24:58.410,5343387,CC BY-SA 3.0,False,1,,.,0,That blog article is for an obsolete version of puppet.,False,False,37747840.0,2016-06-10T12:04:10.710,0.0,151.0,2016-06-10T13:39:47.350,2017-05-15T06:53:52.223,AWS ec2 instance(Bare Metal) Provisioning with Puppet 4.5.1(OpenSource) not working,<amazon-web-services><amazon-ec2><puppet><erb><aws-sdk>,1.0,4.0,,,
63151312,20450454,0,The selected answer is outdated. Please look at http://stackoverflow.com/a/28935447/1030208,2016-06-15T20:51:14.340,1030208,CC BY-SA 3.0,False,1,answer,.,0,The selected answer is outdated.,False,False,20450454.0,2013-12-08T06:06:29.237,8.0,8349.0,,2015-03-09T04:50:41.650,Pushing to an existing AWS Elastic Beanstalk application from the command line,<python><amazon-web-services><amazon-elastic-beanstalk>,3.0,1.0,,1.0,
63188045,37748481,0,"Maybe another code example here would help? This is a full example of an integration with Cognito. I think the Podfile is out of date, but the code should be a good eample. See other files in that package. https://github.com/awslabs/api-gateway-secure-pet-store/blob/master/src/main/resources/ios_sample/PetTest/LoginViewController.m",2016-06-16T17:17:33.963,5679071,CC BY-SA 3.0,False,1,,.,0,"I think the Podfile is outdated, but the code should be a good eample.",False,False,37748481.0,2016-06-10T12:36:39.517,0.0,509.0,2016-06-16T19:56:47.270,2016-06-16T19:56:47.270,"AWS API Gateway , Returning ""null"" in response",<ios><cocoa-touch><amazon-web-services><amazon-cognito><aws-api-gateway>,0.0,3.0,,,
63423155,37985339,0,You are using a quite old and deprecated version of ReactiveMongo,2016-06-23T11:01:40.773,3347384,CC BY-SA 3.0,False,1,,ReactiveMongo,0,You are using a quite old and deprecated version of ReactiveMongo,False,False,37985339.0,2016-06-23T07:50:13.620,1.0,112.0,2016-06-23T10:26:25.243,2016-06-23T10:26:25.243,AWS S3 fails to store multiple objects (streaming them from MongoDB),<mongodb><scala><amazon-s3><stream><gridfs>,0.0,6.0,,0.0,
64094207,38300450,0,"SNS does not yet support FCM, it uses a deprecated version of GCM. Where are you getting the API key from?",2016-07-12T22:33:17.143,1410370,CC BY-SA 3.0,False,1,,.,1,"SNS does not yet support FCM, it uses a deprecated version of GCM.",False,False,38300450.0,2016-07-11T06:30:27.820,94.0,57469.0,2016-07-11T09:05:38.167,2020-05-28T01:48:12.340,FCM with AWS SNS,<android><amazon-web-services><google-cloud-messaging><amazon-sns><firebase-cloud-messaging>,8.0,5.0,,40.0,
64228976,38359801,0,"@ChaitanyaBapat The `SPARK_WORKER_INSTANCES` property is deprecated and will have no effect on your configuration. It looks like you are assigning 1gb of memory and 2 cores per executor, correct ? How much total memory do you have on your worker ?",2016-07-16T10:59:09.093,3424322,CC BY-SA 3.0,False,1,property,.,0,The `SPARK_WORKER_INSTANCES` property is deprecated and will have no effect on your configuration.,False,False,38359801.0,2016-07-13T19:06:44.757,7.0,4164.0,2017-05-23T12:25:27.217,2017-12-08T02:47:29.120,Spark Job submitted - Waiting (TaskSchedulerImpl : Initial job not accepted),<api><apache-spark><amazon-ec2>,2.0,10.0,,4.0,
64526490,38568310,0,"I don't see anything older than 0.99.903 on the download2.rstudio.org
Also this page: https://www.rstudio.com/products/rstudio/download-server/
shows that version downloaded via specified URL is the latest one.
Are you sure that your R is outdated?",2016-07-25T12:57:48.617,4091483,CC BY-SA 3.0,False,1,,?,0,Are you sure that your R is outdated?,False,False,38568310.0,2016-07-25T12:52:08.880,2.0,1310.0,,2016-07-26T08:35:32.747,R on Amazon EC2 (RedHat/Centos instance),<r><amazon-web-services><amazon-ec2><centos>,1.0,4.0,,1.0,
64526632,38568310,0,The R installation is outdated. R is installed through `yum install -y R`,2016-07-25T13:01:01.017,1575670,CC BY-SA 3.0,False,1,installation,.,0,The R installation is outdated.,False,False,38568310.0,2016-07-25T12:52:08.880,2.0,1310.0,,2016-07-26T08:35:32.747,R on Amazon EC2 (RedHat/Centos instance),<r><amazon-web-services><amazon-ec2><centos>,1.0,4.0,,1.0,
64718114,38601341,0,"As a DB with basic SQL like query support, it fits the bill. It's also low cost and schema-less. However, it's been largely deprecated by Amazon, so personally, I'd be hesitant to use it for any new projects. Having said that, if your use case is very straightforward and not likely to grow or change much (SimpleDB tables can be hard to manage when they get large and complex), it could be a fit",2016-07-29T22:58:20.123,1748896,CC BY-SA 3.0,False,1,it,.,0,"However, it's been largely deprecated by Amazon, so personally, I'd be hesitant to use it for any new projects.",False,False,38601341.0,2016-07-26T23:15:29.637,0.0,900.0,2016-08-02T01:14:32.540,2016-08-02T16:11:43.473,Guidelines for creating GSI in DynamoDB,<amazon-web-services><amazon-dynamodb>,1.0,11.0,,,
64766348,38693213,0,"Ok I followed the directions listed there but I get the following: `WARNING: --ssl-verify-server-cert is deprecated and will be removed in a future version. Use --ssl-mode=VERIFY_IDENTITY instead.
ERROR 2026 (HY000): SSL connection error: SSL certificate validation failure`",2016-08-01T08:07:41.837,1136979,CC BY-SA 3.0,False,1,cert,.,0,-verify-server-cert is deprecated and will be removed in a future version.,False,False,38693213.0,2016-08-01T07:31:14.187,1.0,479.0,,2016-08-01T07:31:14.187,PDO Connection Timed out Between EC2 and Aurora,<php><mysql><laravel><pdo><amazon-ec2>,0.0,7.0,,,
65069131,38848549,0,"According to this, bulk insert is not supported, although your error messages implies its just security, and this might be out of date. http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_SQLServer.html I'm curious about `select current-user` - that's not sql I am familiar with",2016-08-09T13:46:02.907,1690193,CC BY-SA 3.0,False,1,,.,1,"According to this, bulk insert is not supported, although your error messages implies its just security, and this might be outdated.",False,False,38848549.0,2016-08-09T10:42:19.353,0.0,197.0,2016-08-16T15:44:02.987,2017-04-18T10:43:21.073,Connect to SQL Server database (on AWS-RDS) as admin,<sql-server><amazon-web-services><amazon-rds>,0.0,2.0,,,
65444997,38992170,0,"I am using ""s3.amazonaws.com"". I believe that this is outdated because it is said ""Amazon S3 buckets in all Regions provide read-after-write consistency"" without no additional information.",2016-08-19T20:58:03.037,587734,CC BY-SA 3.0,False,1,,.,0,"I believe that this is outdated because it is said ""Amazon S3 buckets in all Regions provide read-after-write consistency"" without no additional information.",False,False,38992170.0,2016-08-17T08:56:30.767,11.0,2415.0,2016-10-20T11:40:42.217,2017-01-04T23:14:42.247,"AWS Lambda attached to S3 ObjectCreated event returns ""NoSuchKey: The specified key does not exist:",<amazon-s3><aws-lambda><aws-sdk><amazon-javascript-sdk>,2.0,6.0,,1.0,
65615902,36553218,0,Sorry no.  Aws support at the time confirmed that it wasnt possible with boto.  I'm not working with that system anymore so my information is out of date and there may have been a development i dont know about.,2016-08-25T01:37:29.020,3957942,CC BY-SA 3.0,False,1,information,.,1,so my information is outdated and there may have been a development i dont know about.,False,False,36553218.0,2016-04-11T15:40:21.640,2.0,445.0,,2016-04-11T15:40:21.640,boto3: elastic beanstalk --> 'create_environment' with RDS DB instance?,<amazon-web-services><amazon-elastic-beanstalk><boto3><aws-rds>,0.0,2.0,,,
65634674,39144500,1,can you update your PHP? PHP 5.3 is deprecated,2016-08-25T12:32:17.870,6019774,CC BY-SA 3.0,False,1,,deprecated,0,PHP 5.3 is deprecated,False,False,39144500.0,2016-08-25T11:49:39.953,1.0,3098.0,2016-08-25T13:25:10.030,2016-08-25T13:25:10.030,Install PHP OPCACHE on Amazon Linux EC2,<php><linux><amazon-web-services><amazon-ec2>,0.0,8.0,,,
65768074,39214623,0,"PHP _**4.9**_!? First of all, that doesn't seem to exist. Secondly, PHP 5 came out in 2004. The last version of PHP 4 was version [4.4.9](https://secure.php.net/releases/#4.4.9), which [reached end of life in August, 2008](https://secure.php.net/eol.php). It is _very_ out of date, and likely suffers from _many_ unfixed security bugs.",2016-08-29T20:29:08.827,354577,CC BY-SA 3.0,False,1,,.,0,"It is _very_ outdated, and likely suffers from _many_ unfixed security bugs.",False,False,39214623.0,2016-08-29T20:25:09.840,1.0,93.0,2016-08-29T20:37:22.780,2016-08-29T20:37:22.780,Upload products to amazon and retrive/import/export/ orders from amazon to own store,<amazon-web-services><amazon-s3><e-commerce><php4>,0.0,2.0,,,
65940830,39299548,0,`MD5_AVAILABLE` appeared in `botocore.compat` starting from `v1.3.30`. Is it possible that you have two versions of `botocore` installed (for `python2.7` and `python3.x`). The one for `python2.7` seems to be out of date. Check it like this: `grep __version__ /usr/local/lib/python2.7/site-packages/botocore/__init__.py`,2016-09-03T05:29:33.710,6394138,CC BY-SA 3.0,False,1,,.,0,The one for `python2.7` seems to be outdated.,False,False,,,,,,,,,,,,,
66005416,39310433,0,"I ran into way too many problems (eg. `CFURLCreateStringByAddingPercentEscapes ` is deprecated, when i call your `httpBodyForParamsDictionary ` method i doesnt work becasue i am trying to encode the URL differently and its a NSSting, `[urlRequest setHTTPBody:` expects a NSdata type and the `percentEscapeString ` retunrs a NSString, etc) inevitably i am just going to correct the URL in the PHP script. Also thanks for the advice and help!",2016-09-05T20:14:16.500,6042879,CC BY-SA 3.0,False,1,CFURLCreateStringByAddingPercentEscapes,),1,"`CFURLCreateStringByAddingPercentEscapes ` is deprecated, when i call your `httpBodyForParamsDictionary ` method i doesnt work becasue i am trying to encode the URL differently and its a NSSting, `[urlRequest setHTTPBody:` expects a NSdata type and the `percentEscapeString ` retunrs a NSString, etc)",False,True,39310433.0,2016-09-03T19:08:04.833,0.0,36.0,2016-09-03T19:46:57.040,2016-09-04T17:59:12.053,"POST removes ""+"" from strings before sending",<ios><objective-c><pdf><amazon-s3>,1.0,6.0,,,
66005565,39310433,1,"Yeah, `CFURLCreateStringByAddingPercentEscapes` is deprecated, so you have to use `stringByAddingPercentEncodingWithAllowedCharacters`, but none of the standard character sets are up to the job, so you have to create your own (often by taking mutable copy of `URLQueryAllowedCharacterSet` and removing some reserved characters). But, I'm glad you solved your issue!",2016-09-05T20:22:58.350,1271826,CC BY-SA 3.0,False,1,,.,0,"Yeah, `CFURLCreateStringByAddingPercentEscapes` is deprecated, so you have to use `stringByAddingPercentEncodingWithAllowedCharacters`, but none of the standard character sets are up to the job, so you have to create your own (often by taking mutable copy of `URLQueryAllowedCharacterSet` and removing some reserved characters).",False,False,39310433.0,2016-09-03T19:08:04.833,0.0,36.0,2016-09-03T19:46:57.040,2016-09-04T17:59:12.053,"POST removes ""+"" from strings before sending",<ios><objective-c><pdf><amazon-s3>,1.0,6.0,,,
66672628,39685162,0,"I suggest you use the current version of docker, with its docker-compose format. The non version 2 is getting quite outdated now. See this https://docs.docker.com/compose/. You don't need `links:` anymore. Also post your `docker info` '`docker version`.",2016-09-25T12:05:18.553,1556338,CC BY-SA 3.0,False,1,The,.,0,The non version 2 is getting quite outdated now.,False,False,39685162.0,2016-09-25T09:06:51.730,2.0,1356.0,,2017-02-03T15:37:23.787,Docker-Compose Up Works but Eb Local Run does not,<docker><amazon-elastic-beanstalk><docker-compose><dockerfile>,1.0,5.0,,,
66880019,39791585,0,"I would, however, suggest `clock_gettime()` for your timer instead of obsolete `gettimeofday()`.",2016-09-30T14:13:14.063,2402272,CC BY-SA 3.0,False,1,,.,0,"I would, however, suggest `clock_gettime()` for your timer instead of obsolete `gettimeofday()`.",False,False,39791585.0,2016-09-30T12:30:19.930,0.0,101.0,2016-09-30T14:52:58.713,2016-09-30T14:52:58.713,runtime for openmp as a function of number of threads is increasing,<c><amazon-ec2><openmp>,0.0,7.0,,,
66958845,39813634,0,"also, AFAIK `s3n` is deprecated, use `s3://` from now on",2016-10-03T15:03:03.737,680578,CC BY-SA 3.0,False,1,s3n,on,0,"also, AFAIK `s3n` is deprecated, use `s3://` from now on",False,False,39813634.0,2016-10-02T03:40:08.653,4.0,2589.0,2016-10-03T15:06:57.580,2017-10-18T04:28:25.787,S3-Dist-Cp Failing on EMR5,<amazon-web-services><amazon-emr><s3distcp>,3.0,3.0,,1.0,
67520083,40124794,0,Given that no debug output happens when you include IO::Socket::SSL with debug4 I guess that IO::Socket::SSL is not used but that something in your unknown script tries to enforce use of (old and deprecated) Crypt::SSLeay instead. For errors which might be caused by this see http://stackoverflow.com/questions/26564028/500-ssl-negotiation-failed.,2016-10-19T07:36:58.850,3081018,CC BY-SA 3.0,False,1,,),1,I guess that IO::Socket::SSL is not used but that something in your unknown script tries to enforce use of (old and deprecated),False,False,40124794.0,2016-10-19T07:25:00.780,1.0,771.0,2017-05-23T12:09:24.387,2017-02-24T01:36:17.960,SSL negotiation failed: at /usr/local/share/perl5/LWP/Protocol/http.pm line 27,<perl><amazon-web-services><ssl><amazon-cloudwatch>,0.0,11.0,,,
67527798,40124794,0,Then I don't know. Based on the error message it is using the old and deprecated Net::SSL/Crypt::SSLeay backend for some reason and with the current information I don't know why.,2016-10-19T10:41:39.110,3081018,CC BY-SA 3.0,False,1,,deprecated,0,Based on the error message it is using the old and deprecated,False,False,40124794.0,2016-10-19T07:25:00.780,1.0,771.0,2017-05-23T12:09:24.387,2017-02-24T01:36:17.960,SSL negotiation failed: at /usr/local/share/perl5/LWP/Protocol/http.pm line 27,<perl><amazon-web-services><ssl><amazon-cloudwatch>,0.0,11.0,,,
67941022,40319983,0,TransferManager has indeed been deprecated so it looks like you should now use TransferUtility.,2016-10-31T13:46:34.413,271415,CC BY-SA 3.0,False,1,TransferManager,.,0,TransferManager has indeed been deprecated so it looks like you should now use TransferUtility.,False,False,40319983.0,2016-10-29T14:16:44.483,0.0,686.0,,2016-10-31T11:08:17.983,How to add pause and resume for android file upload to aws s3 server,<android><amazon-web-services><file-upload><amazon-s3><awss3transferutility>,1.0,4.0,,,
68178537,40367382,1,"You are not using Postgres, you are using Redshift  (which is based on a **really** old and outdated version of Postgres). According to the [Redshift manual](http://docs.aws.amazon.com/redshift/latest/dg/c_unsupported-postgresql-features.html) the `values()` clause as a constant table is not supported",2016-11-07T14:10:35.810,330315,CC BY-SA 3.0,False,1,,.,0,** old and outdated version of Postgres).,False,False,40367382.0,2016-11-01T19:35:29.017,0.0,928.0,2016-11-07T14:46:18.407,2016-11-07T15:57:13.367,Syntax error using the WITH clause,<sql><amazon-redshift>,2.0,12.0,,,
68248769,37597388,4,"it's November and Amazon official docs aren't updated. it's been ~6 months since the login method is deprecated and no one bothers to update docs. I can understand that, as Amazon is just a small startup... Oh, wait.",2016-11-09T08:44:09.083,1928138,CC BY-SA 3.0,False,1,,deprecated,0,months since the login method is deprecated,False,False,37597388.0,2016-06-02T16:31:05.680,4.0,3045.0,,2016-10-23T23:40:19.070,"AWS Cognito Swift credentials provider ""logins is deprecated: Use AWSIdentityProviderManager""",<swift><amazon-web-services><amazon-cognito><fbsdk>,1.0,1.0,,2.0,
68272172,40513729,0,Isn't deleting the view going to break your application? Or is it an obsolete view that tries to use tables/columns that no longer exist?,2016-11-09T20:17:28.080,1491895,CC BY-SA 3.0,False,1,,?,1,Or is it an obsolete view that tries to use tables/columns that no longer exist?,False,False,40513729.0,2016-11-09T18:34:00.180,0.0,29.0,,2016-11-09T18:34:00.180,MySQL dump not capturing tables located after a view,<python><mysql><amazon-s3>,0.0,8.0,,,
68272191,40513729,0,"@Barmar I did, thank you. I think it was that the view was old and pointed to some obsolete / missing tables, so that's where it was failing. The backup routine is hidden under many layers of abstraction, so I was missing some important stdout",2016-11-09T20:18:04.723,2224777,CC BY-SA 3.0,False,1,,.,0,"I think it was that the view was old and pointed to some obsolete / missing tables, so that's where it was failing.",False,False,40513729.0,2016-11-09T18:34:00.180,0.0,29.0,,2016-11-09T18:34:00.180,MySQL dump not capturing tables located after a view,<python><mysql><amazon-s3>,0.0,8.0,,,
68455330,40607343,0,"`Expires` is deprecated and unnecessary.  Try without it... and then try a more reasonable value for `Cache-Control: max-age=...` such as 86400, just to see if perhaps the browser is discarding the value as though it were too large to be considered correct.  Also, mention browser and version so others can try to replicate the behavior you are seeing.",2016-11-15T13:04:54.537,1695906,CC BY-SA 3.0,False,1,Expires, ,0,`Expires` is deprecated and unnecessary.  ,False,False,40607343.0,2016-11-15T10:21:23.597,0.0,157.0,,2016-11-17T13:19:35.553,Browser not reading from cache Amazon S3 files,<amazon-s3>,1.0,3.0,,,
70104484,41448626,0,"[`std::strstream`](http://en.cppreference.com/w/cpp/io/strstream) can do that, but it's deprecated. The non-deprecated counterpart is [`std::stringstream`](http://en.cppreference.com/w/cpp/io/basic_stringstream), but it can't work off a client-provided buffer - it always makes a copy.",2017-01-03T17:26:43.130,1670129,CC BY-SA 3.0,False,2,,.,1,"[`std::strstream`](http://en.cppreference.com/w/cpp/io/strstream) can do that, but it's deprecated.",False,False,,,,,,,,,,,,,
70335374,41565297,1,How do you determine the time zone? `Date` doesn’t have a `getTimeZone` method (and `getTimeZoneOffset()` is deprecated).,2017-01-10T09:45:10.927,5772882,CC BY-SA 3.0,False,1,,.,1,`Date` doesn’t have a `getTimeZone` method (and `getTimeZoneOffset()` is deprecated).,False,False,41565297.0,2017-01-10T09:24:07.107,1.0,739.0,,2020-02-04T10:14:14.100,new Date() is giving time in UTC in ec2 Instance which is configured as IST,<java><datetime><amazon-web-services><amazon-ec2>,2.0,4.0,,,
